reporting_year,reporting_entity,facility_name,row_type,state,grid_connected,grid,primary_fuel,electricity_production_gj,electricity_production_mwh,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_mwh,jv_double_counted,important_notes
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Menzies Remote Power Station,F,WA,Off,Off-grid,Liquid Fuel,2256.0,627.0,517.0,,517,0.82,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,1764826.0,490229.0,260208.0,,260208,0.53,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Mugga Lane LFG Power Station,F,ACT,On,NEM,Landfill Gas,88471.0,24575.0,1602.0,1.0,1603,0.07,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek I Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,457694.0,127137.0,65219.0,43.0,65262,0.51,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Oaky Creek II Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,368015.0,102226.0,53524.0,43.0,53567,0.52,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Pine Creek A Power Station,F,NT,On,DKIS,Gas,651659.0,181016.0,95430.0,,95430,0.53,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Red Hill Power Station,F,WA,On,SWIS,Landfill Gas,99957.0,27766.0,1576.0,3.0,1579,0.06,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Roghan Road LFG Power Station,F,QLD,On,NEM,Landfill Gas,3590.0,997.0,63.0,44.0,107,0.06,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Springvale LFG Power Station,F,VIC,On,NEM,Landfill Gas,51415.0,14282.0,915.0,9.0,924,0.06,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tahmoor Power Station,F,NSW,On,NEM,Waste Coal Mine Gas,101654.0,28237.0,16206.0,9.0,16215,0.57,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tamala Park Power Station,F,WA,On,SWIS,Landfill Gas,145240.0,40344.0,2558.0,0.0,2558,0.06,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Tower CSM Power Station,F,NSW,On,NEM,Coal Seam Methane,968725.0,269090.0,185569.0,7.0,185576,0.69,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Warmun Remote Power Station,F,WA,Off,Off-grid,Liquid Fuel,9909.0,2753.0,2046.0,,2046,0.74,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,West Belconnen LFG Power Station,F,ACT,On,NEM,Landfill Gas,7830.0,2175.0,152.0,13.0,165,0.07,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 1 LFG Power Station,F,SA,On,NEM,Landfill Gas,53969.0,14991.0,951.0,1.0,952,0.06,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wingfield 2 LFG Power Station,F,SA,On,NEM,Landfill Gas,62127.0,17258.0,1094.0,1.0,1095,0.06,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,On,NEM,Wind,10918.0,3033.0,1.0,8.0,9,0.0,False,
2016-17,CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,,,,,9836177.0,2732271.0,1242457.0,1814.0,1244271,,False,
2016-17,CLARKE ENERGY (AUSTRALIA) PTY LTD,Daandine Power Station,F,QLD,On,NEM,Coal Seam Methane,897317.0,249255.0,123363.0,,123363,0.49,True,"Please note that in some circumstances Joint Venture partners are required to report a full amount for each facility they have in a Joint Venture. This results in that facility appearing twice. The identified Joint Venture participants have each included the same data for the Daandine Power Station in their NGER reports. This is because neither participant had the greatest ability to introduce and implement the operating and environmental policies in relation to the facility, and a nomination of operational control has not been made."
2016-17,CLARKE ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,,,,,897317.0,249255.0,123363.0,,123363,,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,F,WA,Off,Off-grid,Liquid Fuel,9600.0,2667.0,1846.0,,1846,0.69,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,F,WA,Off,Off-grid,Liquid Fuel,27497.0,7638.0,5235.0,,5235,0.69,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,F,WA,Off,Off-grid,Gas,13962.0,3878.0,2118.0,,2118,0.55,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,F,WA,Off,Off-grid,Diesel,29793.0,8276.0,6283.0,,6283,0.76,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,F,WA,Off,Off-grid,Liquid Fuel,2525.0,701.0,539.0,,539,0.77,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,F,WA,Off,Off-grid,Liquid Fuel,8522.0,2367.0,1651.0,,1651,0.7,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,F,WA,Off,Off-grid,Liquid Fuel,3882.0,1078.0,786.0,,786,0.73,False,
2016-17,CONTRACT POWER AUSTRALIA PTY LTD,Corporate Total,C,,,,,95781.0,26606.0,18458.0,,18458,,False,
2016-17,CWF HOLDINGS PTY LTD,Collgar Wind Farm,F,WA,On,SWIS,Wind,2506701.0,696306.0,270.0,556.0,826,0.0,False,
2016-17,CWF HOLDINGS PTY LTD,Corporate Total,C,,,,,2506701.0,696306.0,270.0,556.0,826,,False,
2016-17,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,F,NSW,On,NEM,Wind,1257486.0,349302.0,116.0,929.0,1045,0.0,False,
2016-17,CWP RENEWABLES PTY LTD,Corporate Total,C,,,,,1257486.0,349302.0,116.0,929.0,1045,,False,
2016-17,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm,F,ACT,On,NEM,Solar,133915.0,37199.0,,188.0,188,,False,
2016-17,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Corporate Total,C,,,,,133915.0,37199.0,,188.0,188,,False,
2016-17,ECOGEN HOLDINGS PTY LTD,Jeeralang Power Station,F,VIC,On,NEM,Gas,214236.0,59510.0,46547.0,6491.0,53038,0.78,False,
2016-17,ECOGEN HOLDINGS PTY LTD,Newport Power Station,F,VIC,On,NEM,Gas,1159959.0,322211.0,171720.0,19822.0,191542,0.53,False,
2016-17,ECOGEN HOLDINGS PTY LTD,Corporate Total,C,,,,,1374195.0,381721.0,218267.0,26313.0,244580,,False,
2016-17,EIT BALD HILLS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,On,NEM,Wind,1269684.0,352690.0,120.0,812.0,932,0.0,False,
2016-17,EIT BALD HILLS PTY LTD,Corporate Total,C,,,,,1269684.0,352690.0,120.0,812.0,932,,False,
2016-17,EIT MUMBIDA WIND FARM PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,On,SWIS,Wind,736620.0,204617.0,45.0,247.0,292,0.0,False,
2016-17,EIT MUMBIDA WIND FARM PTY LTD,Corporate Total,C,,,,,736620.0,204617.0,45.0,247.0,292,,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,On,SWIS,Wind,309241.0,85900.0,12.0,11.0,23,0.0,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,On,SWIS,Wind,5566.0,1546.0,10.0,3.0,13,0.01,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,On,SWIS,Gas,1310150.0,363931.0,140394.0,,140394,0.39,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,On,SWIS,Black Coal,8030748.0,2230763.0,2003337.0,4052.0,2007389,0.9,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,Off,Off-grid,Wind,12376.0,3438.0,1538.0,,1538,0.45,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,F,WA,Off,Off-grid,Wind,7884.0,2190.0,,0.0,0,,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,Off,Off-grid,Wind,51440.0,14289.0,1.0,6.0,7,0.0,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,Off,Off-grid,Wind,17817.0,4949.0,2310.0,,2310,0.47,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,On,SWIS,Wind,14429.0,4008.0,,3.0,3,,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,On,SWIS,Gas,1235.0,343.0,322.0,,322,0.94,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,On,SWIS,Gas,2377560.0,660433.0,355447.0,636.0,356083,0.54,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,On,SWIS,Black Coal,18548777.0,5152438.0,4741822.0,2692.0,4744514,0.92,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,On,SWIS,Gas,47743.0,13262.0,9974.0,,9974,0.75,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,On,SWIS,Gas,1840049.0,511125.0,420822.0,,420822,0.82,False,
2016-17,ELECTRICITY GENERATION AND RETAIL CORPORATION,Corporate Total,C,,,,,32575015.0,9048615.0,7675989.0,7403.0,7683392,,False,
2016-17,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,On,SWIS,Liquid Fuel,500.0,139.0,95.0,,95,0.68,False,
2016-17,ELECTRICITY NETWORKS CORPORATION,Corporate Total,C,,,,,500.0,139.0,95.0,,95,,False,
2016-17,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,On,NEM,Gas,14190.0,3942.0,6514.0,,6514,1.65,False,
2016-17,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,On,NEM,Liquid Fuel,7261.0,2017.0,1529.0,416.0,1945,0.76,False,
2016-17,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,On,NEM,Liquid Fuel,4479.0,1244.0,876.0,,876,0.7,False,
2016-17,ENERGY QUEENSLAND LIMITED,Corporate Total,C,,,,,25930.0,7203.0,8919.0,416.0,9335,,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Cathedral Rocks Wind Farm,F,SA,On,NEM,Wind,551476.0,153188.0,53.0,121.0,174,0.0,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,On,NEM,Gas,166512.0,46253.0,48116.0,2030.0,50146,1.04,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,On,NEM,Black Coal,27207372.0,7557603.0,6576290.0,18530.0,6594820,0.87,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,On,NEM,Gas,2890911.0,803031.0,309255.0,6808.0,316063,0.39,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,On,NEM,Wind,1113109.0,309197.0,57.0,263.0,320,0.0,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,On,NEM,Brown Coal,41305814.0,11473837.0,14813624.0,172128.0,14985752,1.29,False,
2016-17,ENERGYAUSTRALIA HOLDINGS LIMITED,Corporate Total,C,,,,,73235194.0,20343109.0,21747395.0,199880.0,21947275,,False,
2016-17,ERM POWER LIMITED,Newgen Neerabup Power Station,F,WA,On,SWIS,Gas,598466.0,166241.0,102273.0,3011.0,105284,0.62,False,
2016-17,ERM POWER LIMITED,Oakey Power Station,F,QLD,On,NEM,Gas,479538.0,133205.0,88678.0,2076.0,90754,0.67,False,
2016-17,ERM POWER LIMITED,Corporate Total,C,,,,,1078004.0,299446.0,190951.0,5087.0,196038,,False,
2016-17,ESPERANCE POWER STATION PTY LTD,Esperance Power Station,F,WA,Off,Off-grid,Gas,277401.0,77056.0,61447.0,,61447,0.8,False,
2016-17,ESPERANCE POWER STATION PTY LTD,Corporate Total,C,,,,,277401.0,77056.0,61447.0,,61447,,False,
2016-17,ESSENTIAL ENERGY,Essential Energy Generation Facilities,FA,NSW,On,NEM,Solar,75.0,21.0,,123.0,123,,False,
2016-17,ESSENTIAL ENERGY,Corporate Total,C,,,,,75.0,21.0,,123.0,123,,False,
2016-17,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,Off,Off-grid,Gas,85648.0,23791.0,16793.0,,16793,0.71,False,
2016-17,FENGATE EXMOUTH ENERGY SPV PTY LTD,Corporate Total,C,,,,,85648.0,23791.0,16793.0,,16793,,False,
2016-17,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,On,SWIS,Gas,705838.0,196066.0,114018.0,,114018,0.58,False,
2016-17,GOLDFIELDS POWER PTY LTD,Corporate Total,C,,,,,705838.0,196066.0,114018.0,,114018,,False,
2016-17,GSP ENERGY PTY LTD,Burrinjuck Power Station,F,NSW,On,NEM,Hydro,385089.0,106969.0,12.0,2.0,14,0.0,False,
2016-17,GSP ENERGY PTY LTD,Hume Power Station,F,NSW,On,NEM,Hydro,920437.0,255677.0,23.0,205.0,228,0.0,False,
2016-17,GSP ENERGY PTY LTD,Keepit Power Station,F,NSW,On,NEM,Hydro,21499.0,5972.0,7.0,0.0,7,0.0,False,
2016-17,GSP ENERGY PTY LTD,Corporate Total,C,,,,,1327025.0,368618.0,42.0,207.0,249,,False,
2016-17,HWF HOLDCO 1 PTY LTD,HWF1 Pty Ltd,F,SA,On,NEM,Wind,1101682.0,306023.0,,169.0,169,,False,
2016-17,HWF HOLDCO 1 PTY LTD,Corporate Total,C,,,,,1101682.0,306023.0,,169.0,169,,False,
2016-17,HWF HOLDCO 2 PTY LTD,HWF2 Pty Ltd,F,SA,On,NEM,Wind,290242.0,80623.0,,193.0,193,,False,
2016-17,HWF HOLDCO 2 PTY LTD,Corporate Total,C,,,,,290242.0,80623.0,,193.0,193,,False,
2016-17,HYDRO POWER PTY LIMITED,Wyangala A,F,NSW,On,NEM,Hydro,255473.0,70965.0,,4.0,4,,False,
2016-17,HYDRO POWER PTY LIMITED,Wyangala B,F,NSW,On,NEM,Hydro,40485.0,11246.0,,1.0,1,,False,
2016-17,HYDRO POWER PTY LIMITED,Corporate Total,C,,,,,295958.0,82211.0,,5.0,5,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,On,NEM,Hydro,1385273.0,384798.0,,13.0,13,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,On,NEM,Hydro,335625.0,93229.0,,,0,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,On,NEM,Hydro,807916.0,224421.0,,17.0,17,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,On,NEM,Hydro,1490365.0,413990.0,,289.0,289,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,On,NEM,Hydro,224824.0,62451.0,,16.0,16,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,On,NEM,Hydro,1033979.0,287216.0,,15.0,15,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,On,NEM,Hydro,855250.0,237569.0,,2.0,2,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,Off,Off-grid,Wind,18871.0,5242.0,2875.0,2.0,2877,0.55,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,On,NEM,Hydro,1452235.0,403399.0,,42.0,42,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,On,NEM,Hydro,2655511.0,737642.0,,306.0,306,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,Off,Off-grid,Wind,48448.0,13458.0,4969.0,3.0,4972,0.37,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,On,NEM,Hydro,193964.0,53879.0,,15.0,15,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,On,NEM,Hydro,52882.0,14689.0,,1.0,1,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,On,NEM,Hydro,173263.0,48129.0,,3.0,3,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,On,NEM,Hydro,1031538.0,286538.0,,31.0,31,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,On,NEM,Hydro,1566498.0,435138.0,,141.0,141,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,On,NEM,Hydro,1451576.0,403216.0,,110.0,110,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,On,NEM,Hydro,663229.0,184230.0,,15.0,15,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,On,NEM,Hydro,159861.0,44406.0,,17.0,17,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,On,NEM,Hydro,12237.0,3399.0,,0.0,0,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,On,NEM,Hydro,2714509.0,754030.0,,1202.0,1202,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,On,NEM,Hydro,3712991.0,1031386.0,,1209.0,1209,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Repulse Hydro Power Station,F,TAS,On,NEM,Hydro,519283.0,144245.0,,7.0,7,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,On,NEM,Hydro,179703.0,49918.0,,0.0,0,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,On,NEM,Gas,2857809.0,793836.0,328637.0,914.0,329551,0.41,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,On,NEM,Hydro,1983754.0,551043.0,,73.0,73,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,F,TAS,On,NEM,Hydro,4551.0,1264.0,,6.0,6,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,On,NEM,Hydro,1582470.0,439575.0,,36.0,36,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,On,NEM,Hydro,884013.0,245559.0,,37.0,37,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,On,NEM,Hydro,1914728.0,531869.0,,90.0,90,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,F,TAS,On,NEM,Hydro,836056.0,232238.0,,26.0,26,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,F,TAS,On,NEM,Hydro,479617.0,133227.0,,32.0,32,,False,
2016-17,HYDRO-ELECTRIC CORPORATION,Corporate Total,C,,,,,33282829.0,9245230.0,336481.0,4670.0,341151,,False,
2016-17,INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,On,SWIS,Wind,1244260.0,345628.0,65.0,472.0,537,0.0,False,
2016-17,INFIGEN ENERGY LIMITED,Capital East Solar Farm,F,NSW,On,NEM,Solar,350.0,97.0,,6.0,6,,False,
2016-17,INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,On,NEM,Wind,1276714.0,354643.0,168.0,901.0,1069,0.0,False,
2016-17,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,On,NEM,Wind,2400179.0,666716.0,115.0,793.0,908,0.0,False,
2016-17,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,On,NEM,Wind,528884.0,146912.0,42.0,404.0,446,0.0,False,
2016-17,INFIGEN ENERGY LIMITED,Corporate Total,C,,,,,5450387.0,1513996.0,390.0,2576.0,2966,,False,
2016-17,IPM (KWINANA) PTY LTD,Kwinana Cogeneration Plant,F,WA,On,SWIS,Gas,3076434.0,854565.0,471033.0,0.0,471033,0.55,False,
2016-17,IPM (KWINANA) PTY LTD,Corporate Total,C,,,,,3076434.0,854565.0,471033.0,0.0,471033,,False,
2016-17,IPM AUSTRALIA LIMITED,Loy Yang B Power Station,F,VIC,On,NEM,Brown Coal,30860120.0,8572256.0,9631697.0,2440.0,9634137,1.12,False,
2016-17,IPM AUSTRALIA LIMITED,Corporate Total,C,,,,,30860120.0,8572256.0,9631697.0,2440.0,9634137,,False,
2016-17,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,On,NEM,Solar,19343.0,5373.0,0.0,0.0,0,0.0,False,
2016-17,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Corporate Total,C,,,,,19343.0,5373.0,0.0,0.0,0,,False,
2016-17,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,30891.0,8581.0,467.0,,467,0.05,False,
2016-17,LMS ENERGY PTY LTD,Atlas Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,12216.0,3393.0,201.0,,201,0.06,False,
2016-17,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,29108.0,8086.0,441.0,,441,0.05,False,
2016-17,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,23988.0,6663.0,370.0,,370,0.06,False,
2016-17,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,On,NEM,Solar,15082.0,4189.0,231.0,,231,0.06,False,
2016-17,LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,20896.0,5804.0,331.0,,331,0.06,False,
2016-17,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,On,DKIS,Landfill Gas,27404.0,7612.0,464.0,,464,0.06,False,
2016-17,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,219511.0,60975.0,3198.0,,3198,0.05,False,
2016-17,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,210436.0,58454.0,3059.0,,3059,0.05,False,
2016-17,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,22832.0,6342.0,351.0,,351,0.06,False,
2016-17,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,22817.0,6338.0,359.0,,359,0.06,False,
2016-17,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,61185.0,16996.0,912.0,,912,0.05,False,
2016-17,LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,45194.0,12554.0,695.0,,695,0.06,False,
2016-17,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,128337.0,35649.0,1932.0,,1932,0.05,False,
2016-17,LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,20182.0,5606.0,313.0,,313,0.06,False,
2016-17,LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,90475.0,25132.0,1406.0,,1406,0.06,False,
2016-17,LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,50235.0,13954.0,788.0,,788,0.06,False,
2016-17,LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,45738.0,12705.0,692.0,,692,0.05,False,
2016-17,LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,198207.0,55058.0,3041.0,,3041,0.06,False,
2016-17,LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,53261.0,14795.0,753.0,,753,0.05,False,
2016-17,LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,65422.0,18173.0,999.0,,999,0.05,False,
2016-17,LMS ENERGY PTY LTD,Corporate Total,C,,,,,1393417.0,387060.0,21003.0,0.0,21003,,False,
2016-17,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,F,VIC,On,NEM,Wind,1304419.0,362339.0,87.0,,87,0.0,False,
2016-17,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,F,SA,On,NEM,Wind,577001.0,160278.0,41.0,,41,0.0,False,
2016-17,MERIDIAN ENERGY AUSTRALIA PTY LTD,Corporate Total,C,,,,,1881420.0,522617.0,128.0,,128,,False,
2016-17,MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,50502.0,14028.0,13692.0,531.0,14223,0.98,False,
2016-17,MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,45092.0,12526.0,11019.0,369.0,11388,0.88,False,
2016-17,MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,50091.0,13914.0,12222.0,512.0,12734,0.88,False,
2016-17,MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,110483.0,30690.0,26308.0,536.0,26844,0.86,False,
2016-17,MOMENTUM ENERGY PTY LIMITED,ST. Vincent’s Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,46606.0,12946.0,13144.0,512.0,13656,1.02,False,
2016-17,MOMENTUM ENERGY PTY LIMITED,Corporate Total,C,,,,,302774.0,84104.0,76385.0,2460.0,78845,,False,
2016-17,MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,F,VIC,On,NEM,Wind,219403.0,60945.0,,49.0,49,,False,
2016-17,MORTONS LANE WIND FARM (HOLDING) PTY LTD,Corporate Total,C,,,,,219403.0,60945.0,,49.0,49,,False,
2016-17,NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED,Hazelwood Power Station,F,VIC,On,NEM,Brown Coal,27720747.0,7700208.0,10820998.0,148389.0,10969387,1.41,False,
