facility_id,financial_year_end,reporting_year,reporting_entity,facility_name,row_type,state,grid_connected,grid,primary_fuel,electricity_production_gj,electricity_production_mwh,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_mwh,jv_double_counted
608,2021,2020-21,IMPACT INVESTMENT GROUP PTY LTD,Mount Majura Solar Farm,F,ACT,On,NEM,Solar,15086.0,4191.0,0.0,1.0,1,0.0,False
609,2021,2020-21,IMPACT INVESTMENT GROUP PTY LTD,Swan Hill Solar Farm,F,VIC,On,NEM,Solar,131701.0,36584.0,2.0,65.0,67,0.0,False
610,2021,2020-21,IMPACT INVESTMENT GROUP PTY LTD,Williamsdale Solar Farm,F,ACT,On,NEM,Solar,72758.0,20210.0,2.0,60.0,62,0.0,False
217,2021,2020-21,INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,On,SWIS,Wind,1100731.0,305758.0,74.0,754.0,828,0.0,False
611,2021,2020-21,INFIGEN ENERGY LIMITED,Bodangora Wind Farm,F,NSW,On,NEM,Wind,1200046.0,333346.0,73.0,265.0,338,0.0,False
219,2021,2020-21,INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,On,NEM,Wind,1278218.0,355061.0,152.0,907.0,1059,0.0,False
693,2021,2020-21,INFIGEN ENERGY LIMITED,Lake Bonney BESS Pty Ltd,F,SA,On,NEM,Battery,0.0,0.0,5.0,1301.0,1306,0.0,False
220,2021,2020-21,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,On,NEM,Wind,2014987.0,559719.0,106.0,860.0,966,0.0,False
612,2021,2020-21,INFIGEN ENERGY LIMITED,Smithfield Gas Turbine,F,NSW,On,NEM,Gas,103426.0,28730.0,19049.0,1216.0,20265,0.66,False
221,2021,2020-21,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,On,NEM,Wind,516482.0,143467.0,43.0,350.0,393,0.0,False
694,2021,2020-21,INFIGEN ENERGY LIMITED,Cherry Tree Wind Farm,F,VIC,On,NEM,Wind,707960.0,196655.0,61.0,394.0,455,0.0,False
695,2021,2020-21,INFIGEN ENERGY LIMITED,Iberdola Australia SAGT,F,SA,On,NEM,Gas,17280.0,4800.0,4368.0,173.0,4541,0.91,False
64,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Canunda Wind Farm,F,SA,On,NEM,Wind,399905.0,111085.0,14.0,119.0,133,0.0,False
333,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Dry Creek Power Station,F,SA,On,NEM,Gas,53394.0,14832.0,14022.0,364.0,14386,0.95,False
222,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Kwinana Cogeneration Plant,F,WA,On,SWIS,Gas,2808166.0,780046.0,403342.0,15.0,403357,0.52,False
334,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Mintaro Power Station,F,SA,On,NEM,Gas,70256.0,19515.0,13920.0,94.0,14014,0.71,False
286,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Pelican Point Power Station,F,SA,On,NEM,Gas,9151547.0,2542096.0,1005924.0,3441.0,1009365,0.4,False
335,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Port Lincoln Power Station,F,SA,On,NEM,Diesel,2698.0,749.0,1093.0,805.0,1898,1.46,False
336,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Snuggery Power Station,F,SA,On,NEM,Diesel,2422.0,673.0,757.0,426.0,1183,1.13,False
661,2021,2020-21,INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Willogoleche Wind Farm,F,SA,On,NEM,Wind,1251140.0,347539.0,63.0,197.0,260,0.0,False
613,2021,2020-21,KARADOC SOLAR FARM HOLDCO PTY LTD,KARADOC SOLAR FARM,F,VIC,On,NEM,Solar,670513.0,186254.0,0.0,430.0,430,0.0,False
469,2021,2020-21,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,On,NEM,Solar,117337.0,32594.0,0.0,0.0,0,0.0,False
662,2021,2020-21,KIAMCO HANWHA FORESIGHT BANNERTON PTY LTD,Bannerton Solar Farm,F,VIC,On,NEM,Solar,649559.0,180433.0,0.0,0.0,0,0.0,False
529,2021,2020-21,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,F,VIC,On,NEM,Wind,409784.0,113829.0,33.0,316.0,349,0.0,False
663,2021,2020-21,LAL LAL WIND FARMS NOM CO PTY LIMITED,Lal Lal Wind Farm,F,VIC,Off,Off-grid,Wind,1989633.0,552676.0,37.0,1044.0,1081,0.0,False
614,2021,2020-21,LGI LIMITED,Benaraby LFGE Station,F,QLD,On,NEM,Landfill Gas,22586.0,6274.0,643.0,0.0,643,0.1,False
615,2021,2020-21,LGI LIMITED,Bunya LFGE Station,F,QLD,On,NEM,Landfill Gas,15641.0,4345.0,415.0,0.0,415,0.1,False
616,2021,2020-21,LGI LIMITED,Caboolture LFGE Station,F,QLD,On,NEM,Landfill Gas,37799.0,10500.0,918.0,0.0,918,0.09,False
617,2021,2020-21,LGI LIMITED,Dakabin LFGE Station,F,QLD,On,NEM,Landfill Gas,58987.0,16385.0,1072.0,0.0,1072,0.07,False
618,2021,2020-21,LGI LIMITED,Maryborough LFGE Station,F,QLD,On,NEM,Landfill Gas,27010.0,7503.0,714.0,0.0,714,0.1,False
664,2021,2020-21,LGI LIMITED,Mugga Lane LFGE Station,F,ACT,On,NEM,Landfill Gas,112103.0,31140.0,2743.0,0.0,2743,0.09,False
619,2021,2020-21,LGI LIMITED,Willawong LFGE Station,F,QLD,On,NEM,Landfill Gas,17080.0,4744.0,561.0,0.0,561,0.12,False
620,2021,2020-21,LIGHTHOUSE INFRASTRUCTURE MANAGEMENT LIMITED,Emerald Solar Park,F,QLD,On,NEM,Solar,557952.0,154987.0,30.0,1449.0,1479,0.0,False
621,2021,2020-21,LILYVALE HOLDINGS CO PTY. LTD.,Lilyvale Solar Farm,F,QLD,On,NEM,Solar,697547.0,193763.0,54.0,622.0,676,0.0,False
665,2021,2020-21,LINCOLN GAP OPERATIONS PTY LTD,Lincoln Gap Wind Farm Operations Pty Ltd,F,SA,On,NEM,Wind,1582585.0,439607.0,0.0,320.0,320,0.0,False
224,2021,2020-21,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,22320.0,6200.0,468.0,0.0,468,0.08,False
666,2021,2020-21,LMS ENERGY PTY LTD,Albury Solar Facility,F,NSW,Off,Off-grid,Solar,7417.0,2060.0,0.0,0.0,0,0.0,False
226,2021,2020-21,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,21603.0,6001.0,439.0,0.0,439,0.07,False
227,2021,2020-21,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,43948.0,12208.0,926.0,0.0,926,0.08,False
532,2021,2020-21,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,14874.0,4132.0,302.0,0.0,302,0.07,False
229,2021,2020-21,LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,13178.0,3661.0,292.0,0.0,292,0.08,False
622,2021,2020-21,LMS ENERGY PTY LTD,Copping Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,31613.0,8782.0,617.0,0.0,617,0.07,False
230,2021,2020-21,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,On,DKIS,Landfill Gas,28728.0,7980.0,586.0,0.0,586,0.07,False
623,2021,2020-21,LMS ENERGY PTY LTD,Drysdale Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,31944.0,8873.0,622.0,0.0,622,0.07,False
231,2021,2020-21,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,161011.0,44725.0,3137.0,0.0,3137,0.07,False
232,2021,2020-21,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,269742.0,74928.0,5274.0,0.0,5274,0.07,False
233,2021,2020-21,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,14861.0,4128.0,303.0,0.0,303,0.07,False
234,2021,2020-21,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,15558.0,4322.0,327.0,0.0,327,0.08,False
533,2021,2020-21,LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,F,SA,On,NEM,Landfill Gas,31586.0,8774.0,660.0,0.0,660,0.08,False
534,2021,2020-21,LMS ENERGY PTY LTD,NAWMA Solar Facility,F,SA,On,NEM,Solar,5806.0,1613.0,0.0,0.0,0,0.0,False
235,2021,2020-21,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,66641.0,18511.0,1276.0,0.0,1276,0.07,False
667,2021,2020-21,LMS ENERGY PTY LTD,Reedy Creek Renewable Energy Facility,F,QLD,Off,Off-grid,Landfill Gas,25434.0,7065.0,506.0,0.0,506,0.07,False
236,2021,2020-21,LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,33510.0,9308.0,634.0,0.0,634,0.07,False
237,2021,2020-21,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,168460.0,46794.0,3516.0,0.0,3516,0.08,False
668,2021,2020-21,LMS ENERGY PTY LTD,Seaford Heights Renewable Energy Facility,F,SA,Off,Off-grid,Landfill Gas,74701.0,20750.0,1540.0,0.0,1540,0.07,False
238,2021,2020-21,LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,22881.0,6356.0,468.0,0.0,468,0.07,False
669,2021,2020-21,LMS ENERGY PTY LTD,SIMS Gillman Solar Facility,F,SA,Off,Off-grid,Solar,1972.0,548.0,0.0,0.0,0,0.0,False
239,2021,2020-21,LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,67055.0,18626.0,1476.0,0.0,1476,0.08,False
240,2021,2020-21,LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,98921.0,27478.0,1994.0,0.0,1994,0.07,False
242,2021,2020-21,LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,46040.0,12789.0,944.0,0.0,944,0.07,False
244,2021,2020-21,LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,237652.0,66014.0,4766.0,0.0,4766,0.07,False
245,2021,2020-21,LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,119678.0,33244.0,2394.0,0.0,2394,0.07,False
246,2021,2020-21,LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,68299.0,18972.0,1439.0,0.0,1439,0.08,False
696,2021,2020-21,LMS ENERGY PTY LTD,Caloundra Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,19462.0,5406.0,381.0,0.0,381,0.07,False
697,2021,2020-21,LMS ENERGY PTY LTD,Seaford Heights Solar Facility,F,SA,On,NEM,Solar,2421.0,672.0,0.0,0.0,0,0.0,False
624,2021,2020-21,LONGREACH ASSET COMPANY PTY LTD,Longreach SF,F,QLD,On,NEM,Solar,116119.0,32255.0,0.0,0.0,0,0.0,False
670,2021,2020-21,LONGREACH NEW HOLDCO PTY LTD,Longreach Solar Farm,F,QLD,On,NEM,Solar,116119.0,32255.0,0.0,0.0,0,0.0,False
698,2021,2020-21,LS AUSTRALIA HOLDCO1 PTY LTD,Wellington Solar Farm,F,NSW,On,NEM,Solar,174242.0,48400.0,980.0,536.0,1516,0.02,False
535,2021,2020-21,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Burrinjuck Hydro,F,NSW,On,NEM,Hydro,352956.0,98043.0,14.0,64.0,78,0.0,False
536,2021,2020-21,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Hume Hydro,F,NSW,On,NEM,Hydro,530308.0,147308.0,26.0,326.0,352,0.0,False
537,2021,2020-21,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Keepit Hydro,F,NSW,On,NEM,Hydro,6314.0,1754.0,11.0,0.0,11,0.01,False
247,2021,2020-21,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Mercer Wind farm Pty Ltd,F,VIC,On,NEM,Wind,1299911.0,361086.0,50.0,0.0,50,0.0,False
248,2021,2020-21,MERIDIAN ENERGY AUSTRALIA PTY LIMITED,Mt Millar Wind Farm Pty Ltd,F,SA,On,NEM,Wind,611833.0,169954.0,602.0,0.0,602,0.0,False
250,2021,2020-21,MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,40021.0,11117.0,13070.0,459.0,13529,1.18,False
251,2021,2020-21,MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,41542.0,11539.0,12160.0,403.0,12563,1.05,False
252,2021,2020-21,MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,41544.0,11540.0,11143.0,349.0,11492,0.97,False
253,2021,2020-21,MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,98554.0,27376.0,28629.0,345.0,28974,1.05,False
254,2021,2020-21,MOMENTUM ENERGY PTY LIMITED,ST. Vincent's Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,40284.0,11190.0,12438.0,379.0,12817,1.11,False
699,2021,2020-21,MOORABOOL WIND FARM (HOLDING) PTY LTD,Moorabool Wind Farm Pty Ltd,F,VIC,On,NEM,Wind,249956.0,69432.0,64.0,68044.0,68108,0.0,False
255,2021,2020-21,MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,F,VIC,On,NEM,Wind,214066.0,59463.0,0.0,45.0,45,0.0,False
453,2021,2020-21,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,On,SWIS,Wind,720925.0,200257.0,34.0,730.0,764,0.0,False
671,2021,2020-21,MURRA WARRA PROJECT CO PTY LTD,Murra Warra Wind Farm,F,VIC,On,NEM,Wind,2632275.0,731187.0,52.0,509.0,561,0.0,False
672,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,BULGANA GREEN POWER HUB,F,VIC,On,NEM,Wind,1349662.0,374906.0,142.0,1173.0,1315,0.0,False
625,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,COLEAMBALLY SOLAR PTY LTD,F,NSW,On,NEM,Solar,1234361.0,342878.0,43.0,1295.0,1338,0.0,False
538,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,Off,Off-grid,Solar,76781.0,21328.0,0.0,315.0,315,0.0,False
539,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,DUBBO SOLAR HUB PTY LTD,F,NSW,On,NEM,Solar,210533.0,58481.0,5.0,88.0,93,0.0,False
540,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,GRIFFITH SOLAR FARM PTY LTD,F,NSW,On,NEM,Solar,249520.0,69311.0,11.0,102.0,113,0.0,False
541,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,HORNSDALE POWER RESERVE PTY LTD,F,SA,On,NEM,Battery,0.0,0.0,198.0,5466.0,5664,0.0,False
542,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,HWF1 PTY LTD,F,SA,On,NEM,Wind,1221400.0,339278.0,28.0,99.0,127,0.0,False
543,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,HWF2 PTY LTD,F,SA,On,NEM,Wind,1160350.0,322320.0,27.0,105.0,132,0.0,False
544,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,HWF3 PTY LTD,F,SA,On,NEM,Wind,1253124.0,348090.0,27.0,98.0,125,0.0,False
626,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,NUMURKAH SOLAR FARM PTY LTD,F,VIC,On,NEM,Solar,829959.0,230544.0,41.0,1094.0,1135,0.0,False
545,2021,2020-21,NEOEN AUSTRALIA PTY. LTD.,PARKES SOLAR FARM PTY LTD,F,NSW,On,NEM,Solar,453057.0,125849.0,19.0,268.0,287,0.0,False
673,2021,2020-21,NEW ENERGY SOLAR LIMITED,FS NSW Project No 1 AT Pty Ltd as trustee for FS NSW Project No 1 Asset Trust,F,NSW,On,NEM,Solar,640126.0,177813.0,0.0,669.0,669,0.0,False
700,2021,2020-21,NEW ENERGY SOLAR LIMITED,Manildra Prop Pty Ltd as trustee for Manildra Asset Trust,F,NSW,On,NEM,Solar,311854.0,86626.0,0.0,180.0,180,0.0,False
258,2021,2020-21,NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,F,WA,On,SWIS,Gas,7297874.0,2027187.0,795750.0,156.0,795906,0.39,False
259,2021,2020-21,NRG VICTORIA I PTY LTD,Gladstone Power Station,F,QLD,On,NEM,Black Coal,23114397.0,6420666.0,6269417.0,55468.0,6324885,0.98,False
701,2021,2020-21,OAKEY 1 ASSET COMPANY PTY LTD,Oakey 1 Solar Farm,F,NSW,On,NEM,Solar,187381.0,52050.0,0.0,0.0,0,0.0,False
675,2021,2020-21,OAKEY 1 NEW HOLDCO PTY LTD,Oakey 1 Solar Farm,F,QLD,On,NEM,Solar,187381.0,52050.0,0.0,0.0,0,0.0,False
261,2021,2020-21,ORIGIN ENERGY LIMITED,Ballarat Solar Park,F,VIC,On,NEM,Solar,1209.0,336.0,0.0,1.0,1,0.0,False
262,2021,2020-21,ORIGIN ENERGY LIMITED,Bendigo Solar Park,F,VIC,On,NEM,Solar,1511.0,420.0,0.0,3.0,3,0.0,False
264,2021,2020-21,ORIGIN ENERGY LIMITED,Bond,F,NSW,On,NEM,Gas,2157.0,599.0,356.0,24.0,380,0.59,False
265,2021,2020-21,ORIGIN ENERGY LIMITED,Chifley Square,F,NSW,On,NEM,Gas,3870.0,1075.0,585.0,44.0,629,0.54,False
268,2021,2020-21,ORIGIN ENERGY LIMITED,Darling Downs Power Station,F,QLD,On,NEM,Gas,6495463.0,1804295.0,784373.0,14707.0,799080,0.43,False
269,2021,2020-21,ORIGIN ENERGY LIMITED,Drapac,F,VIC,On,NEM,Gas,1872.0,520.0,323.0,25.0,348,0.62,False
270,2021,2020-21,ORIGIN ENERGY LIMITED,Eraring Power Station,F,NSW,On,NEM,Black Coal,52235712.0,14509920.0,12713738.0,16072.0,12729810,0.88,False
271,2021,2020-21,ORIGIN ENERGY LIMITED,Exhibition Street,F,VIC,On,NEM,Gas,534.0,148.0,87.0,7.0,94,0.59,False
272,2021,2020-21,ORIGIN ENERGY LIMITED,Kent Street,F,NSW,On,NEM,Gas,11287.0,3135.0,1630.0,127.0,1757,0.52,False
273,2021,2020-21,ORIGIN ENERGY LIMITED,La Trobe,F,VIC,On,NEM,Gas,574.0,159.0,111.0,8.0,119,0.7,False
274,2021,2020-21,ORIGIN ENERGY LIMITED,Ladbroke Grove Power Station,F,SA,On,NEM,Gas,303619.0,84339.0,43477.0,417.0,43894,0.52,False
276,2021,2020-21,ORIGIN ENERGY LIMITED,Mortlake Power Station,F,VIC,On,NEM,Gas,1877041.0,521400.0,291272.0,4902.0,296174,0.56,False
277,2021,2020-21,ORIGIN ENERGY LIMITED,Mount,F,NSW,On,NEM,Gas,5624.0,1562.0,893.0,63.0,956,0.57,False
278,2021,2020-21,ORIGIN ENERGY LIMITED,Mt Stuart Power Station,F,QLD,On,NEM,Kerosene,140913.0,39142.0,42561.0,3987.0,46548,1.09,False
279,2021,2020-21,ORIGIN ENERGY LIMITED,Quarantine Power Station,F,SA,On,NEM,Gas,473840.0,131622.0,82800.0,1385.0,84185,0.63,False
280,2021,2020-21,ORIGIN ENERGY LIMITED,Roma Power Station,F,QLD,On,NEM,Gas,174977.0,48605.0,30935.0,981.0,31916,0.64,False
281,2021,2020-21,ORIGIN ENERGY LIMITED,Shoalhaven Scheme,F,NSW,On,NEM,Hydro,446873.0,124131.0,274.0,124058.0,124332,0.0,False
282,2021,2020-21,ORIGIN ENERGY LIMITED,Stockland Headquarters,F,NSW,On,NEM,Gas,3303.0,918.0,533.0,37.0,570,0.58,False
283,2021,2020-21,ORIGIN ENERGY LIMITED,University of NSW,F,NSW,On,NEM,Gas,8274.0,2298.0,1223.0,93.0,1316,0.53,False
284,2021,2020-21,ORIGIN ENERGY LIMITED,Uranquinty Power Station,F,NSW,On,NEM,Gas,588189.0,163386.0,104491.0,4737.0,109228,0.64,False
285,2021,2020-21,OZGEN HOLDINGS AUSTRALIA PTY LTD,Millmerran Power Station (facility),F,QLD,On,NEM,Black Coal,22829107.0,6341419.0,5257559.0,4001.0,5261560,0.83,False
676,2021,2020-21,PALISADE GRANVILLE HARBOUR INVESTMENTS PTY LTD,Granville Harbour Wind Farm,F,TAS,On,NEM,Wind,1222624.0,339618.0,283.0,210.0,493,0.0,False
627,2021,2020-21,PALISADE SOLAR 1 PTY LTD,Ross River Solar Farm,F,QLD,On,NEM,Solar,966896.0,268582.0,137.0,791.0,928,0.0,False
160,2021,2020-21,PALISADE WATERLOO HOLDINGS PTY LTD,Waterloo Wind Farm,F,SA,On,NEM,Wind,1207301.0,335361.0,36.0,216.0,252,0.0,False
45,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Bairnsdale Power Station,F,VIC,On,NEM,Gas,257399.0,71500.0,38599.0,725.0,39324,0.54,False
46,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Braemar Power Station,F,QLD,On,NEM,Coal Seam Methane,1320790.0,366886.0,206628.0,1669.0,208297,0.56,False
223,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Loy Yang B Power Station,F,VIC,On,NEM,Brown Coal,31724455.0,8812348.0,9701068.0,4820.0,9705888,1.1,False
47,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Newman Power Station,F,WA,Off,Off-grid,Gas,1047789.0,291052.0,202430.0,0.0,202430,0.7,False
48,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Port Hedland Power Station,F,WA,On,NWIS,Gas,1985076.0,551410.0,412528.0,0.0,412528,0.75,False
472,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Wagerup Power Station,F,WA,On,SWIS,Gas,1203683.0,334356.0,184745.0,4604.0,189349,0.55,False
702,2021,2020-21,PIONEER SAIL HOLDINGS PTY LIMITED,Yandin Wind Farm,F,WA,On,SWIS,Wind,2122948.0,589708.0,162.0,598.0,760,0.0,False
376,2021,2020-21,POWER AND WATER CORPORATION,Alpurrurulam (Lake Nash),F,NT,Off,Off-grid,Diesel,5606.0,1557.0,1135.0,0.0,1135,0.73,False
377,2021,2020-21,POWER AND WATER CORPORATION,Amanbidgi (Kildurk),F,NT,Off,Off-grid,Diesel,860.0,239.0,235.0,0.0,235,0.98,False
378,2021,2020-21,POWER AND WATER CORPORATION,"Ampilatwatja (Alparra, Ammaroo)",F,NT,Off,Off-grid,Diesel,15016.0,4171.0,2481.0,0.0,2481,0.59,False
473,2021,2020-21,POWER AND WATER CORPORATION,Amunturangu (Mount Liebig),F,NT,Off,Off-grid,Diesel,3287.0,913.0,578.0,0.0,578,0.63,False
380,2021,2020-21,POWER AND WATER CORPORATION,Aputula (Finke),F,NT,Off,Off-grid,Diesel,3527.0,980.0,616.0,0.0,616,0.63,False
381,2021,2020-21,POWER AND WATER CORPORATION,Areyonga (Utju),F,NT,Off,Off-grid,Diesel,3990.0,1108.0,727.0,0.0,727,0.66,False
382,2021,2020-21,POWER AND WATER CORPORATION,Atitjere (Harts Range),F,NT,Off,Off-grid,Diesel,3366.0,935.0,560.0,0.0,560,0.6,False
383,2021,2020-21,POWER AND WATER CORPORATION,Borroloola Generation,F,NT,Off,Off-grid,Diesel,21524.0,5979.0,4157.0,0.0,4157,0.7,False
384,2021,2020-21,POWER AND WATER CORPORATION,Bulla Camp,F,NT,Off,Off-grid,Diesel,1392.0,387.0,390.0,0.0,390,1.01,False
385,2021,2020-21,POWER AND WATER CORPORATION,Bulman,F,NT,Off,Off-grid,Diesel,4733.0,1315.0,907.0,0.0,907,0.69,False
386,2021,2020-21,POWER AND WATER CORPORATION,Daly Waters Generation,F,NT,Off,Off-grid,Diesel,5894.0,1637.0,1104.0,0.0,1104,0.67,False
474,2021,2020-21,POWER AND WATER CORPORATION,Elliot Generation,F,NT,Off,Off-grid,Gas,10534.0,2926.0,2155.0,0.0,2155,0.74,False
388,2021,2020-21,POWER AND WATER CORPORATION,Engawala (Alcoota),F,NT,Off,Off-grid,Diesel,2089.0,581.0,439.0,0.0,439,0.76,False
475,2021,2020-21,POWER AND WATER CORPORATION,Epenarra (Wutunugurra),F,NT,Off,Off-grid,Diesel,2941.0,817.0,662.0,0.0,662,0.81,False
390,2021,2020-21,POWER AND WATER CORPORATION,Eva Valley,F,NT,Off,Off-grid,Diesel,1224.0,340.0,306.0,0.0,306,0.9,False
391,2021,2020-21,POWER AND WATER CORPORATION,Galiwinku (Elcho Island),F,NT,Off,Off-grid,Diesel,27664.0,7684.0,4727.0,0.0,4727,0.62,False
392,2021,2020-21,POWER AND WATER CORPORATION,Gapuwiyak (Lake Evella),F,NT,Off,Off-grid,Diesel,11837.0,3288.0,2053.0,0.0,2053,0.62,False
393,2021,2020-21,POWER AND WATER CORPORATION,Gunbalanya (Oenpelli),F,NT,Off,Off-grid,Diesel,19287.0,5358.0,3389.0,0.0,3389,0.63,False
394,2021,2020-21,POWER AND WATER CORPORATION,Ikuntji (Haasts Bluff),F,NT,Off,Off-grid,Diesel,2384.0,662.0,554.0,0.0,554,0.84,False
395,2021,2020-21,POWER AND WATER CORPORATION,Imangara (Murray Downs),F,NT,Off,Off-grid,Diesel,1324.0,368.0,270.0,0.0,270,0.73,False
396,2021,2020-21,POWER AND WATER CORPORATION,Imanpa (Mount Ebenezer),F,NT,Off,Off-grid,Diesel,2315.0,643.0,468.0,0.0,468,0.73,False
397,2021,2020-21,POWER AND WATER CORPORATION,Kalkaringi (Wave Hill),F,NT,Off,Off-grid,Diesel,10619.0,2950.0,2038.0,0.0,2038,0.69,False
398,2021,2020-21,POWER AND WATER CORPORATION,Kaltukatjara (Docker River),F,NT,Off,Off-grid,Diesel,5502.0,1528.0,900.0,0.0,900,0.59,False
399,2021,2020-21,POWER AND WATER CORPORATION,Lajamanu (Hooker Creek),F,NT,Off,Off-grid,Diesel,12507.0,3474.0,1985.0,0.0,1985,0.57,False
400,2021,2020-21,POWER AND WATER CORPORATION,Laramba (Napperby),F,NT,Off,Off-grid,Diesel,3417.0,949.0,677.0,0.0,677,0.71,False
401,2021,2020-21,POWER AND WATER CORPORATION,Maningrida,F,NT,Off,Off-grid,Diesel,35536.0,9871.0,5784.0,0.0,5784,0.59,False
402,2021,2020-21,POWER AND WATER CORPORATION,Milikapiti (Snake Bay),F,NT,Off,Off-grid,Diesel,8377.0,2327.0,1754.0,0.0,1754,0.75,False
