facility_id,financial_year_end,reporting_year,reporting_entity,facility_name,row_type,state,grid_connected,grid,primary_fuel,electricity_production_gj,electricity_production_mwh,scope1_emissions_tco2e,scope2_emissions_tco2e,total_emissions_tco2e,emission_intensity_tco2e_per_mwh,jv_double_counted
153,2018,2017-18,EDL LFG (SA) PTY LTD,Wingfield 2 LFG Power Station,F,SA,On,NEM,Landfill Gas,53366.0,14824.0,939.0,1.0,940,0.06,False
107,2018,2017-18,EDL LFG (VIC) PTY LTD,Berwick LFG Power Station,F,VIC,On,NEM,Landfill Gas,43366.0,12046.0,779.0,318.0,1097,0.06,False
109,2018,2017-18,EDL LFG (VIC) PTY LTD,Broadmeadows LFG Power Station,F,VIC,On,NEM,Landfill Gas,47876.0,13299.0,855.0,97.0,952,0.06,False
110,2018,2017-18,EDL LFG (VIC) PTY LTD,Brooklyn LFG Power Station,F,VIC,On,NEM,Landfill Gas,40378.0,11216.0,704.0,3.0,707,0.06,False
114,2018,2017-18,EDL LFG (VIC) PTY LTD,Clayton LFG Power Station,F,VIC,On,NEM,Landfill Gas,303134.0,84204.0,4717.0,339.0,5056,0.06,False
361,2018,2017-18,EDL LFG (VIC) PTY LTD,Corio LFG Power Station,F,VIC,On,NEM,Landfill Gas,26897.0,7471.0,480.0,4.0,484,0.06,False
145,2018,2017-18,EDL LFG (VIC) PTY LTD,Springvale LFG Power Station,F,VIC,On,NEM,Landfill Gas,43619.0,12116.0,782.0,9.0,791,0.06,False
134,2018,2017-18,EDL NGD (NT) PTY LTD,McArthur River Power Station,F,NT,Off,Off-grid,Gas,1007350.0,279819.0,134067.0,0.0,134067,0.48,False
142,2018,2017-18,EDL NGD (NT) PTY LTD,Pine Creek A Power Station,F,NT,On,DKIS,Gas,594389.0,165108.0,83976.0,0.0,83976,0.51,False
442,2018,2017-18,EDL NGD (WA) PTY LTD,Broome LNG Power Station,F,WA,Off,Off-grid,Gas,500240.0,138956.0,77494.0,28.0,77522,0.56,False
444,2018,2017-18,EDL NGD (WA) PTY LTD,Derby LNG Power Station,F,WA,Off,Off-grid,Gas,121420.0,33728.0,19928.0,0.0,19928,0.59,False
446,2018,2017-18,EDL NGD (WA) PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,Off,Off-grid,Gas,53373.0,14826.0,9437.0,0.0,9437,0.64,False
448,2018,2017-18,EDL NGD (WA) PTY LTD,Halls Creek LNG Power Station,F,WA,Off,Off-grid,Gas,41293.0,11470.0,7253.0,0.0,7253,0.63,False
510,2018,2017-18,EDL NGD (WA) PTY LTD,Looma NGD Power Station,F,WA,Off,Off-grid,Diesel,9142.0,2539.0,2065.0,0.0,2065,0.81,False
511,2018,2017-18,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,572111.0,158920.0,86036.0,23.0,86059,0.54,False
512,2018,2017-18,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,316384.0,87884.0,48241.0,18.0,48259,0.55,False
137,2018,2017-18,EDL PROJECTS (AUSTRALIA) PTY LTD,Moranbah North CMM Power Station,F,QLD,On,NEM,Waste Coal Mine Gas,1828241.0,507845.0,260078.0,0.0,260078,0.51,False
83,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,F,WA,On,SWIS,Wind,333656.0,92682.0,12.0,10.0,22,0.0,False
454,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,F,WA,On,SWIS,Wind,5968.0,1658.0,63.0,3.0,66,0.04,False
85,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,F,WA,On,SWIS,Gas,424926.0,118035.0,45893.0,0.0,45893,0.39,False
86,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station,F,WA,On,SWIS,Black Coal,7314999.0,2031944.0,1842676.0,6017.0,1848693,0.91,False
455,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,F,WA,Off,Off-grid,Wind,12752.0,3542.0,1592.0,0.0,1592,0.45,False
88,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,F,WA,Off,Off-grid,Wind,4907.0,1363.0,0.0,1.0,1,0.0,False
89,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,F,WA,Off,Off-grid,Wind,56803.0,15779.0,1.0,5.0,6,0.0,False
513,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Greenough River Solar Farm,F,WA,On,SWIS,Solar,78534.0,21815.0,0.0,113.0,113,0.0,False
456,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,F,WA,Off,Off-grid,Wind,16787.0,4663.0,2134.0,0.0,2134,0.46,False
93,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,F,WA,On,SWIS,Wind,11370.0,3158.0,0.0,1.0,1,0.0,False
94,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,F,WA,On,SWIS,Gas,5081.0,1411.0,1402.0,0.0,1402,0.99,False
95,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,F,WA,On,SWIS,Gas,2819814.0,783282.0,429463.0,301.0,429764,0.55,False
96,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,F,WA,On,SWIS,Black Coal,15838621.0,4399617.0,3979427.0,3236.0,3982663,0.9,False
97,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,F,WA,On,SWIS,Gas,69421.0,19284.0,15542.0,0.0,15542,0.81,False
98,2018,2017-18,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,F,WA,On,SWIS,Gas,2052787.0,570219.0,446643.0,0.0,446643,0.78,False
514,2018,2017-18,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,F,WA,On,SWIS,Diesel,772.0,214.0,146.0,0.0,146,0.68,False
515,2018,2017-18,ENERGY GENERATION PTY LTD,Ardyaloon Facility,F,WA,Off,Off-grid,Diesel,7064.0,1962.0,1420.0,0.0,1420,0.72,False
516,2018,2017-18,ENERGY GENERATION PTY LTD,Beagle Bay Facility,F,WA,Off,Off-grid,Diesel,6306.0,1752.0,1263.0,0.0,1263,0.72,False
517,2018,2017-18,ENERGY GENERATION PTY LTD,Bidyadanga Facility,F,WA,Off,Off-grid,Diesel,10355.0,2876.0,2117.0,0.0,2117,0.74,False
518,2018,2017-18,ENERGY GENERATION PTY LTD,Coober Pedy Facility,F,SA,Off,Off-grid,Wind,63093.0,17526.0,2913.0,0.0,2913,0.17,False
519,2018,2017-18,ENERGY GENERATION PTY LTD,Djarindjin Facility,F,WA,Off,Off-grid,Diesel,6923.0,1923.0,1390.0,0.0,1390,0.72,False
520,2018,2017-18,ENERGY GENERATION PTY LTD,Gascoyne Facility,F,WA,Off,Off-grid,Diesel,2648.0,736.0,586.0,0.0,586,0.8,False
521,2018,2017-18,ENERGY GENERATION PTY LTD,Laverton Facility,F,WA,Off,Off-grid,Diesel,14868.0,4130.0,3064.0,0.0,3064,0.74,False
522,2018,2017-18,ENERGY GENERATION PTY LTD,Leonora Facility,F,WA,Off,Off-grid,Gas,29622.0,8228.0,6248.0,0.0,6248,0.76,False
523,2018,2017-18,ENERGY GENERATION PTY LTD,Menzies Facility,F,WA,Off,Off-grid,Diesel,2392.0,664.0,538.0,0.0,538,0.81,False
524,2018,2017-18,ENERGY GENERATION PTY LTD,Warmun Facility,F,WA,Off,Off-grid,Diesel,9546.0,2652.0,1976.0,0.0,1976,0.75,False
457,2018,2017-18,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,F,QLD,On,NEM,Gas,3041.0,845.0,4706.0,0.0,4706,5.57,False
525,2018,2017-18,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,F,QLD,On,NEM,Diesel,3134.0,871.0,496.0,198.0,694,0.57,False
526,2018,2017-18,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,F,QLD,On,NEM,Diesel,1964.0,546.0,384.0,0.0,384,0.7,False
460,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,F,SA,On,NEM,Gas,71364.0,19823.0,18782.0,1853.0,20635,0.95,False
81,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,F,VIC,On,NEM,Gas,440834.0,122454.0,93370.0,6720.0,100090,0.76,False
158,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,F,NSW,On,NEM,Black Coal,28311455.0,7864293.0,6823827.0,17475.0,6841302,0.87,False
82,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Newport Power Station,F,VIC,On,NEM,Gas,3666804.0,1018557.0,538108.0,21410.0,559518,0.53,False
159,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Tallawarra Power Station,F,NSW,On,NEM,Gas,5286970.0,1468603.0,545668.0,4717.0,550385,0.37,False
160,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Waterloo Wind Farm,F,SA,On,NEM,Wind,329504.0,91529.0,6.0,29.0,35,0.0,False
161,2018,2017-18,ENERGYAUSTRALIA HOLDINGS LIMITED,Yallourn Power Station,F,VIC,On,NEM,Brown Coal,36860112.0,10238920.0,13671954.0,184359.0,13856313,1.34,False
162,2018,2017-18,ERM POWER LIMITED,Newgen Neerabup Power Station,F,WA,On,SWIS,Gas,916383.0,254551.0,154221.0,2726.0,156947,0.61,False
163,2018,2017-18,ERM POWER LIMITED,Oakey Power Station,F,QLD,On,NEM,Gas,268495.0,74582.0,47231.0,2049.0,49280,0.63,False
461,2018,2017-18,ESPERANCE POWER STATION PTY LTD,Esperance Power Station,F,WA,Off,Off-grid,Gas,249660.0,69350.0,55006.0,0.0,55006,0.79,False
527,2018,2017-18,ESSENTIAL ENERGY,Essential Energy Generation Facility - Broken Hill Gas Turbine,F,NSW,On,NEM,Diesel,378.0,105.0,433.0,182.0,615,4.12,False
368,2018,2017-18,FENGATE EXMOUTH ENERGY SPV PTY LTD,Exmouth Power Station Pty Ltd,F,WA,Off,Off-grid,Gas,90569.0,25158.0,17343.0,0.0,17343,0.69,False
492,2018,2017-18,FORTESCUE METALS GROUP LTD,Solomon Power Station,F,WA,Off,Off-grid,Gas,666413.0,185115.0,115169.0,0.0,115169,0.62,False
528,2018,2017-18,GENEX POWER LIMITED,Kidston Solar One - Solar – Qld,F,QLD,On,NEM,Solar,190728.0,52980.0,0.0,0.0,0,0.0,False
463,2018,2017-18,GOLDFIELDS POWER PTY LTD,Parkeston Power Station,F,WA,On,SWIS,Gas,595231.0,165342.0,92650.0,0.0,92650,0.56,False
174,2018,2017-18,HYDRO POWER PTY LIMITED,Wyangala A,F,NSW,On,NEM,Hydro,217905.0,60529.0,0.0,0.0,0,0.0,False
466,2018,2017-18,HYDRO POWER PTY LIMITED,Wyangala B,F,NSW,On,NEM,Hydro,10894.0,3026.0,0.0,0.0,0,0.0,False
175,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Bastyan Hydro Power Station,F,TAS,On,NEM,Hydro,1293382.0,359273.0,0.0,23.0,23,0.0,False
176,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Butlers Gorge Hydro Power Station,F,TAS,On,NEM,Hydro,289013.0,80281.0,0.0,0.0,0,0.0,False
177,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Catagunya Hydro Power Station,F,TAS,On,NEM,Hydro,834113.0,231698.0,0.0,21.0,21,0.0,False
178,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Cethana Hydro Power Station,F,TAS,On,NEM,Hydro,1535178.0,426438.0,0.0,276.0,276,0.0,False
179,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Cluny Hydro Power Station,F,TAS,On,NEM,Hydro,65565.0,18213.0,0.0,40.0,40,0.0,False
180,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Devils Gate Hydro Power Station,F,TAS,On,NEM,Hydro,1069871.0,297186.0,0.0,20.0,20,0.0,False
181,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Fisher Hydro Power Station,F,TAS,On,NEM,Hydro,848230.0,235619.0,0.0,0.0,0,0.0,False
467,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Flinders Island Power Station,F,TAS,Off,Off-grid,Wind,17127.0,4758.0,1899.0,7.0,1906,0.4,False
183,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Gordon Hydro Power Station,F,TAS,On,NEM,Hydro,3671003.0,1019723.0,0.0,59.0,59,0.0,False
184,2018,2017-18,HYDRO-ELECTRIC CORPORATION,John Butters Hydro Power Station,F,TAS,On,NEM,Hydro,2057927.0,571646.0,0.0,334.0,334,0.0,False
468,2018,2017-18,HYDRO-ELECTRIC CORPORATION,King Island Power Station,F,TAS,Off,Off-grid,Wind,47627.0,13230.0,4199.0,0.0,4199,0.32,False
186,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Lake Echo Hydro Power Station,F,TAS,On,NEM,Hydro,213343.0,59262.0,0.0,13.0,13,0.0,False
187,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Lake Margaret Lower Hydro Power station,F,TAS,On,NEM,Hydro,55960.0,15544.0,0.0,2.0,2,0.0,False
188,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Lake Margaret Upper Hydro Power Station,F,TAS,On,NEM,Hydro,163390.0,45386.0,0.0,8.0,8,0.0,False
189,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Lemonthyme Hydro Power Station,F,TAS,On,NEM,Hydro,1078743.0,299651.0,0.0,36.0,36,0.0,False
190,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Liapootah Hydro Power Station,F,TAS,On,NEM,Hydro,1497527.0,415980.0,0.0,57.0,57,0.0,False
191,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Mackintosh Hydro Power Station,F,TAS,On,NEM,Hydro,1418592.0,394053.0,0.0,113.0,113,0.0,False
192,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Meadowbank Hydro Power Station,F,TAS,On,NEM,Hydro,652866.0,181352.0,0.0,16.0,16,0.0,False
193,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Paloona Hydro Power Station,F,TAS,On,NEM,Hydro,489220.0,135894.0,0.0,12.0,12,0.0,False
194,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Parangana Hydro Power Station,F,TAS,On,NEM,Hydro,11006.0,3057.0,0.0,0.0,0,0.0,False
195,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Poatina Hydro Power Station,F,TAS,On,NEM,Hydro,4371071.0,1214186.0,0.0,854.0,854,0.0,False
196,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Reece Hydro Power Station,F,TAS,On,NEM,Hydro,3801017.0,1055838.0,0.0,1271.0,1271,0.0,False
197,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Repulse Hydro Power Station,F,TAS,On,NEM,Hydro,430559.0,119600.0,0.0,13.0,13,0.0,False
198,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Rowallan Hydro Power Station,F,TAS,On,NEM,Hydro,141533.0,39315.0,0.0,2.0,2,0.0,False
199,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Tamar Valley Power Station,F,TAS,On,NEM,Gas,3047498.0,846527.0,353924.0,987.0,354911,0.42,False
200,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Tarraleah Hydro Power Station,F,TAS,On,NEM,Hydro,2084470.0,579019.0,0.0,85.0,85,0.0,False
201,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Tods Corner Hydro Power Station,F,TAS,On,NEM,Hydro,6348.0,1763.0,0.0,7.0,7,0.0,False
202,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Trevallyn Hydro Power Station,F,TAS,On,NEM,Hydro,1272208.0,353391.0,0.0,47.0,47,0.0,False
203,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Tribute Hydro Power Station,F,TAS,On,NEM,Hydro,893183.0,248106.0,0.0,45.0,45,0.0,False
204,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Tungatinah Hydro Power Station,F,TAS,On,NEM,Hydro,1954117.0,542810.0,0.0,107.0,107,0.0,False
205,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Wayatinah Hydro Power Station,F,TAS,On,NEM,Hydro,1211194.0,336443.0,0.0,33.0,33,0.0,False
206,2018,2017-18,HYDRO-ELECTRIC CORPORATION,Wilmot Hydro Power Station,F,TAS,On,NEM,Hydro,430135.0,119482.0,0.0,32.0,32,0.0,False
217,2018,2017-18,INFIGEN ENERGY LIMITED,Alinta Wind Farm,F,WA,On,SWIS,Wind,1164238.0,323399.0,70.0,692.0,762,0.0,False
218,2018,2017-18,INFIGEN ENERGY LIMITED,Capital East Solar Farm,F,NSW,On,NEM,Solar,618.0,172.0,0.0,5.0,5,0.0,False
219,2018,2017-18,INFIGEN ENERGY LIMITED,Capital Wind Farm,F,NSW,On,NEM,Wind,1382798.0,384111.0,143.0,852.0,995,0.0,False
220,2018,2017-18,INFIGEN ENERGY LIMITED,"Lake Bonney Stage 1,2 & 3 Wind Farm",F,SA,On,NEM,Wind,2583503.0,717640.0,96.0,567.0,663,0.0,False
221,2018,2017-18,INFIGEN ENERGY LIMITED,Woodlawn Wind Farm,F,NSW,On,NEM,Wind,566343.0,157318.0,39.0,226.0,265,0.0,False
222,2018,2017-18,IPM (KWINANA) PTY LTD,Kwinana Cogeneration Plant,F,WA,On,SWIS,Gas,3093310.0,859253.0,454837.0,0.0,454837,0.53,False
469,2018,2017-18,KIAMCO FORESIGHT HANWHA BARCALDINE 1 PTY LTD,Barcaldine Remote Community Solar Farm Pty Ltd,F,QLD,On,NEM,Solar,200513.0,55698.0,0.0,123.0,123,0.0,False
529,2018,2017-18,KIATA WIND FARM HOLDINGS PTY LTD,Kiata Wind Farm Pty Ltd,F,VIC,On,NEM,Wind,256172.0,71159.0,5.0,129.0,134,0.0,False
364,2018,2017-18,LANDFILL GAS & POWER PTY LTD,Kalamunda Power Station,F,WA,On,SWIS,Diesel,18.0,5.0,4.0,2.0,6,0.8,False
530,2018,2017-18,LANDFILL GAS & POWER PTY LTD,Red Hill LFG Power Station,F,WA,On,SWIS,Landfill Gas,103309.0,28697.0,1627.0,2.0,1629,0.06,False
531,2018,2017-18,LANDFILL GAS & POWER PTY LTD,Tamala Park LFG Power Station,F,WA,On,SWIS,Landfill Gas,152401.0,42334.0,2677.0,1.0,2678,0.06,False
224,2018,2017-18,LMS ENERGY PTY LTD,Albury Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,26980.0,7494.0,427.0,0.0,427,0.06,False
225,2018,2017-18,LMS ENERGY PTY LTD,Atlas Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,7681.0,2134.0,128.0,0.0,128,0.06,False
226,2018,2017-18,LMS ENERGY PTY LTD,Awaba Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,29701.0,8250.0,451.0,0.0,451,0.05,False
227,2018,2017-18,LMS ENERGY PTY LTD,Ballarat Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,24853.0,6904.0,396.0,0.0,396,0.06,False
532,2018,2017-18,LMS ENERGY PTY LTD,Bendigo Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,15077.0,4188.0,236.0,0.0,236,0.06,False
229,2018,2017-18,LMS ENERGY PTY LTD,Birkdale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,21309.0,5919.0,328.0,0.0,328,0.06,False
230,2018,2017-18,LMS ENERGY PTY LTD,Darwin Renewable Energy Facility,F,NT,On,DKIS,Landfill Gas,30987.0,8608.0,504.0,0.0,504,0.06,False
231,2018,2017-18,LMS ENERGY PTY LTD,Eastern Creek 2 Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,205511.0,57086.0,3036.0,0.0,3036,0.05,False
232,2018,2017-18,LMS ENERGY PTY LTD,Hampton Park Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,228276.0,63410.0,3266.0,0.0,3266,0.05,False
233,2018,2017-18,LMS ENERGY PTY LTD,Ipswich Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,19095.0,5304.0,299.0,0.0,299,0.06,False
234,2018,2017-18,LMS ENERGY PTY LTD,Mornington Peninsula Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,22415.0,6226.0,343.0,0.0,343,0.06,False
533,2018,2017-18,LMS ENERGY PTY LTD,NAWMA Renewable Energy Facility,F,SA,On,NEM,Landfill Gas,20784.0,5773.0,311.0,0.0,311,0.05,False
534,2018,2017-18,LMS ENERGY PTY LTD,NAWMA Solar Facility,F,SA,On,NEM,Solar,4246.0,1179.0,0.0,0.0,0,0.0,False
235,2018,2017-18,LMS ENERGY PTY LTD,Newcastle Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,67569.0,18769.0,998.0,0.0,998,0.05,False
236,2018,2017-18,LMS ENERGY PTY LTD,Remount Renewable Energy Facility,F,TAS,On,NEM,Landfill Gas,31208.0,8669.0,456.0,0.0,456,0.05,False
237,2018,2017-18,LMS ENERGY PTY LTD,Rochedale Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,135177.0,37549.0,2108.0,0.0,2108,0.06,False
238,2018,2017-18,LMS ENERGY PTY LTD,Shepparton Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,18905.0,5251.0,296.0,0.0,296,0.06,False
239,2018,2017-18,LMS ENERGY PTY LTD,South Cardup Renewable Energy Facility,F,WA,On,SWIS,Landfill Gas,105824.0,29396.0,1656.0,0.0,1656,0.06,False
240,2018,2017-18,LMS ENERGY PTY LTD,Stapylton Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,72885.0,20246.0,1122.0,0.0,1122,0.06,False
242,2018,2017-18,LMS ENERGY PTY LTD,Swanbank Renewable Energy Facility,F,QLD,On,NEM,Landfill Gas,45928.0,12758.0,699.0,0.0,699,0.05,False
244,2018,2017-18,LMS ENERGY PTY LTD,Wollert Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,211908.0,58863.0,3244.0,0.0,3244,0.06,False
245,2018,2017-18,LMS ENERGY PTY LTD,Wyndham Renewable Energy Facility,F,VIC,On,NEM,Landfill Gas,51706.0,14363.0,759.0,0.0,759,0.05,False
246,2018,2017-18,LMS ENERGY PTY LTD,Wyong Renewable Energy Facility,F,NSW,On,NEM,Landfill Gas,68035.0,18899.0,1059.0,0.0,1059,0.06,False
535,2018,2017-18,MERIDIAN ENERGY AUSTRALIA PTY LTD,Burrinjuck Hydro,F,NSW,On,NEM,Hydro,215404.0,59834.0,16.0,22.0,38,0.0,False
536,2018,2017-18,MERIDIAN ENERGY AUSTRALIA PTY LTD,Hume Hydro,F,NSW,On,NEM,Hydro,732139.0,203372.0,32.0,120.0,152,0.0,False
537,2018,2017-18,MERIDIAN ENERGY AUSTRALIA PTY LTD,Keepit Hydro,F,NSW,On,NEM,Hydro,41182.0,11439.0,68.0,0.0,68,0.01,False
247,2018,2017-18,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Mercer Wind farm Pty Ltd,F,VIC,On,NEM,Wind,1353143.0,375873.0,69.0,0.0,69,0.0,False
248,2018,2017-18,MERIDIAN ENERGY AUSTRALIA PTY LTD,Mt Millar Wind Farm Pty Ltd,F,SA,On,NEM,Wind,695306.0,193141.0,54.0,0.0,54,0.0,False
250,2018,2017-18,MOMENTUM ENERGY PTY LIMITED,Alfred Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,67158.0,18655.0,15765.0,599.0,16364,0.85,False
251,2018,2017-18,MOMENTUM ENERGY PTY LIMITED,Dandenong Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,60904.0,16918.0,15877.0,382.0,16259,0.94,False
252,2018,2017-18,MOMENTUM ENERGY PTY LIMITED,Geelong Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,66473.0,18465.0,12118.0,539.0,12657,0.66,False
253,2018,2017-18,MOMENTUM ENERGY PTY LIMITED,Royal Melbourne Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,142274.0,39521.0,30267.0,741.0,31008,0.77,False
470,2018,2017-18,MOMENTUM ENERGY PTY LIMITED,ST. Vincent’s Hospital Cogeneration Plant,F,VIC,On,NEM,Gas,63651.0,17681.0,15034.0,600.0,15634,0.85,False
255,2018,2017-18,MORTONS LANE WIND FARM (HOLDING) PTY LTD,Mortons Lane Windfarm Pty Ltd,F,VIC,On,NEM,Wind,232407.0,64558.0,0.0,57.0,57,0.0,False
453,2018,2017-18,MUMBIDA WIND FARM NO 1 HOLDINGS PTY LTD,Mumbida Wind Farm Pty Ltd,F,WA,On,SWIS,Wind,683865.0,189963.0,64.0,410.0,474,0.0,False
538,2018,2017-18,NEOEN AUSTRALIA PTY LTD,DEGRUSSA SOLAR PROJECT PTY LTD,F,WA,Off,Off-grid,Solar,71487.0,19858.0,0.0,430.0,430,0.0,False
539,2018,2017-18,NEOEN AUSTRALIA PTY LTD,DUBBO SOLAR HUB PTY LTD,F,NSW,On,NEM,Solar,17821.0,4950.0,0.0,16.0,16,0.0,False
540,2018,2017-18,NEOEN AUSTRALIA PTY LTD,GRIFFITH SOLAR FARM PTY LTD,F,NSW,On,NEM,Solar,59368.0,16491.0,0.0,60.0,60,0.0,False
541,2018,2017-18,NEOEN AUSTRALIA PTY LTD,HORNSDALE POWER RESERVE PTY LTD,F,SA,On,NEM,Battery,79298.0,22027.0,0.0,13118.0,13118,0.0,False
542,2018,2017-18,NEOEN AUSTRALIA PTY LTD,HWF1 PTY LTD,F,SA,On,NEM,Wind,1357702.0,377139.0,0.0,119.0,119,0.0,False
543,2018,2017-18,NEOEN AUSTRALIA PTY LTD,HWF2 PTY LTD,F,SA,On,NEM,Wind,1254608.0,348502.0,0.0,113.0,113,0.0,False
544,2018,2017-18,NEOEN AUSTRALIA PTY LTD,HWF3 PTY LTD,F,SA,On,NEM,Wind,1013397.0,281499.0,0.0,95.0,95,0.0,False
545,2018,2017-18,NEOEN AUSTRALIA PTY LTD,PARKES SOLAR FARM PTY LTD,F,NSW,On,NEM,Solar,109528.0,30424.0,0.0,145.0,145,0.0,False
258,2018,2017-18,NEWGEN KWINANA HOLDINGS PTY LTD,Kwinana Gas Fired Power Station,F,WA,On,SWIS,Gas,7466829.0,2074119.0,810842.0,243.0,811085,0.39,False
259,2018,2017-18,NRG VICTORIA 1 PTY LTD,Gladstone Power Station,F,QLD,On,NEM,Black Coal,32309449.0,8974847.0,8502292.0,44729.0,8547021,0.95,False
374,2018,2017-18,ONSLOW ELECTRIC POWER PTY LTD,Onslow Power Station,F,WA,Off,Off-grid,Gas,52031.0,14453.0,8704.0,0.0,8704,0.6,False
260,2018,2017-18,ORIGIN ENERGY LIMITED,Australand,F,NSW,On,NEM,Gas,2132.0,592.0,352.0,25.0,377,0.59,False
261,2018,2017-18,ORIGIN ENERGY LIMITED,Ballarat Solar Park,F,VIC,On,NEM,Solar,1446.0,402.0,0.0,2.0,2,0.0,False
262,2018,2017-18,ORIGIN ENERGY LIMITED,Bendigo Solar Park,F,VIC,On,NEM,Solar,1727.0,480.0,0.0,4.0,4,0.0,False
263,2018,2017-18,ORIGIN ENERGY LIMITED,Blackmores,F,NSW,On,NEM,Gas,5027.0,1396.0,906.0,58.0,964,0.65,False
