facility_id,facility_name,state,primary_fuel,match_status,match_score,accreditation_code,station_name,postcode,installed_capacity_mw,fuel_source,accreditation_start_date,approval_date,committed_date,suspension_status,baseline_mwh,cer_source_type,use_for_geocoding,lat,lon,geocode_source
1452,PACE Institute,QLD,Solar,cer_only,,SRPVQL57,PACE Institute,4102.0,0.2264,Solar,2017-12-06,,,Unsuspended,0.0,historical_accredited,True,-27.4937008,153.0335252,nominatim_postcode
1453,SV - Griffith,NSW,Solar,cer_only,,SRPVNS85,SV - Griffith,2680.0,0.1519,Solar,2017-12-08,,,Unsuspended,0.0,historical_accredited,True,-34.2938205,146.0592346,nominatim_postcode
1454,Redmud Green Energy 15,SA,Solar,cer_only,,SRPVSA33,Redmud Green Energy 15,5341.0,0.212,Solar,2017-12-12,,,Unsuspended,0.0,historical_accredited,True,-34.1820598,140.7324051,nominatim_postcode
1455,University of Southern Queensland Springfield,QLD,Solar,cer_only,,SRPVQL61,University of Southern Queensland Springfield,4300.0,0.2055,Solar,2017-12-12,,,Unsuspended,0.0,historical_accredited,True,-27.669467,152.8992635,nominatim_postcode
1456,CJD - Guildford,WA,Solar,cer_only,,SRPVWA57,CJD - Guildford,6055.0,0.1499,Solar,2017-12-15,,,Unsuspended,0.0,historical_accredited,True,-31.8486342,115.9741471,nominatim_postcode
1457,Pittsworth,QLD,Solar,cer_only,,SRPVQL60,Pittsworth,4356.0,0.2835,Solar,2017-12-18,,,Unsuspended,0.0,historical_accredited,True,-27.7199303,151.6344713,nominatim_facility
1458,Redmud Green Energy 16,SA,Solar,cer_only,,SRPVSA35,Redmud Green Energy 16,5333.0,0.212,Solar,2017-12-21,,,Unsuspended,0.0,historical_accredited,True,-34.4134956,140.4846419,nominatim_postcode
1459,Todae Solar - Nillumbik,VIC,Solar,cer_only,,SRPVVC65,Todae Solar - Nillumbik,3088.0,0.1245,Solar,2017-12-21,,,Unsuspended,0.0,historical_accredited,True,-37.6991703,145.1150455,nominatim_postcode
1460,Bickfords Australia - Salisbury Factory,SA,Solar,cer_only,,SRPVSA34,Bickfords Australia - Salisbury Factory,5106.0,0.6003,Solar,2017-12-22,,,Unsuspended,0.0,historical_accredited,True,-34.7942388,138.6404254,nominatim_postcode
1461,Redmud Green Energy 94,SA,Solar,cer_only,,SRPVSA36,Redmud Green Energy 94,5322.0,1.06,Solar,2017-12-22,,,Unsuspended,0.0,historical_accredited,True,-34.1598089,139.9133927,nominatim_postcode
1462,Townsville Campus,QLD,Solar,cer_only,,SRPVQL62,Townsville Campus,4810.0,0.1319,Solar,2017-12-22,,,Unsuspended,0.0,historical_accredited,True,-19.2872528,146.7807864,nominatim_facility
1463,Booth Strathmerton,VIC,Solar,cer_only,,SRPVVC66,Booth Strathmerton,3641.0,0.391,Solar,2017-12-30,,,Unsuspended,0.0,historical_accredited,True,-35.8851364,145.4571895,nominatim_postcode
1464,Callister St Shepparton,VIC,Solar,cer_only,,SRPVVC69,Callister St Shepparton,3630.0,0.7506,Solar,2018-01-02,,,Unsuspended,0.0,historical_accredited,True,-36.3850494,145.4150417,nominatim_facility
1465,Aquapulse,VIC,Solar,cer_only,,SRPVVC67,Aquapulse,3029.0,0.2249,Solar,2018-01-04,,,Unsuspended,0.0,historical_accredited,True,-37.8832206,144.6835838,nominatim_facility
1466,Caboolture LFG,QLD,Biomass,cer_only,,BEBGQL29,Caboolture LFG,4510.0,2.134,Biomass,2018-01-09,,,Unsuspended,0.0,historical_accredited,True,-27.0689914,152.9837264,nominatim_postcode
1467,AZ Macquarie Park,NSW,Solar,cer_only,,SRPVNS89,AZ Macquarie Park,2113.0,0.3564,Solar,2018-01-10,,,Unsuspended,0.0,historical_accredited,True,-33.7814961,151.1256747,nominatim_facility
1468,Griffith Solar Farm - NSW,NSW,Solar,cer_only,,SRPVNS90,Griffith Solar Farm - NSW,2680.0,34.9424,Solar,2018-01-11,,,Unsuspended,0.0,historical_accredited,True,-34.2938205,146.0592346,nominatim_postcode
1469,McNamee Partners - QLD,QLD,Solar,cer_only,,SRPVQL63,McNamee Partners - QLD,4357.0,0.2592,Solar,2018-01-12,,,Unsuspended,0.0,historical_accredited,True,-27.9792824,151.1654983,nominatim_postcode
1470,DHLS10 Horsley Park,NSW,Solar,cer_only,,SRPVNS91,DHLS10 Horsley Park,2175.0,0.1444,Solar,2018-01-16,,,Unsuspended,0.0,historical_accredited,True,-33.8456885,150.8524309,nominatim_postcode
1471,Katunga Fresh VIC,VIC,Solar,cer_only,,SRPVVC68,Katunga Fresh VIC,3640.0,0.197,Solar,2018-01-18,,,Unsuspended,0.0,historical_accredited,True,-35.98957,145.4726504,nominatim_postcode
1472,Pace Farms West Wyalong,NSW,Solar,cer_only,,SRPVNS87,Pace Farms West Wyalong,2671.0,0.928,Solar,2018-01-19,,,Suspended,0.0,historical_accredited,True,-33.9028109,147.2167933,nominatim_postcode
1473,Special Equipment - QLD,QLD,Solar,cer_only,,SRPVQL64,Special Equipment - QLD,4174.0,0.3029,Solar,2018-01-22,,,Unsuspended,0.0,historical_accredited,True,-27.4438475,153.1277529,nominatim_postcode
1474,A&J Australia Brisbane Solar PV,QLD,Solar,cer_only,,SRPVQL66,A&J Australia Brisbane Solar PV,4118.0,0.2028,Solar,2018-01-25,,,Suspended,0.0,historical_accredited,True,-27.6704107,153.036015,nominatim_postcode
1475,Alice Plaza - NT,NT,Solar,cer_only,,SRPVNT25,Alice Plaza - NT,870.0,0.3248,Solar,2018-01-29,,,Unsuspended,0.0,historical_accredited,True,-38.165166,144.3376679,nominatim_postcode
1476,Martin St Tatura VIC,VIC,Solar,cer_only,,SRPVVC70,Martin St Tatura VIC,3616.0,0.148,Solar,2018-01-29,,,Unsuspended,0.0,historical_accredited,True,-36.4472396,145.2259279,nominatim_facility
1477,Greystanes WIS,NSW,Solar,cer_only,,SRPVNS92,Greystanes WIS,2145.0,0.4507,Solar,2018-01-31,,,Unsuspended,0.0,historical_accredited,True,-33.8096245,150.9759082,nominatim_postcode
1478,Areyonga Solar Power Station,NT,Solar,cer_only,,SRPVNT28,Areyonga Solar Power Station,872.0,0.1002,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1479,Arlparra Solar Power Station,NT,Solar,cer_only,,SRPVNT29,Arlparra Solar Power Station,872.0,0.453,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1480,Kaltukatjara Solar Power Station,NT,Solar,cer_only,,SRPVNT26,Kaltukatjara Solar Power Station,872.0,0.1002,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1481,Kintore Solar Power Station,NT,Solar,cer_only,,SRPVNT27,Kintore Solar Power Station,872.0,0.2262,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1482,Lajamanu Solar Power Station,NT,Solar,cer_only,,SRPVNT30,Lajamanu Solar Power Station,852.0,0.4029,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-38.165166,144.3376679,nominatim_postcode
1483,Nyirripi Solar Power Station,NT,Solar,cer_only,,SRPVNT31,Nyirripi Solar Power Station,872.0,0.201,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1484,Yuendumu Solar Power Station,NT,Solar,cer_only,,SRPVNT32,Yuendumu Solar Power Station,872.0,0.5037,Solar,2018-02-01,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1485,Bunnings Bellambi,NSW,Solar,cer_only,,SRPVNS93,Bunnings Bellambi,2517.0,0.2495,Solar,2018-02-02,,,Unsuspended,0.0,historical_accredited,True,-34.3609277,150.9097425,nominatim_facility
1486,Doncaster Secondary,VIC,Solar,cer_only,,SRPVVC71,Doncaster Secondary,3108.0,0.299,Solar,2018-02-02,,,Unsuspended,0.0,historical_accredited,True,-37.7837835,145.1373224,nominatim_facility
1487,Ingleburn Stage 1,NSW,Solar,cer_only,,SRPVNS94,Ingleburn Stage 1,2565.0,0.356,Solar,2018-02-08,,,Unsuspended,0.0,historical_accredited,True,-33.9983333,150.8511111,nominatim_facility
1488,Maningrida Solar Power Station,NT,Solar,cer_only,,SRPVNT33,Maningrida Solar Power Station,822.0,1.1901,Solar,2018-02-08,,,Unsuspended,0.0,historical_accredited,True,-38.165166,144.3376679,nominatim_postcode
1489,Crown Melbourne,VIC,Solar,cer_only,,SRPVVC72,Crown Melbourne,3006.0,0.2999,Solar,2018-02-09,,,Unsuspended,0.0,historical_accredited,True,-37.8233316,144.9582858,nominatim_facility
1490,Ramingining Solar Power Station,NT,Solar,cer_only,,SRPVNT34,Ramingining Solar Power Station,822.0,0.5037,Solar,2018-02-09,,,Unsuspended,0.0,historical_accredited,True,-38.165166,144.3376679,nominatim_postcode
1491,Top Cat Installations,VIC,Solar,cer_only,,SRPVVC73,Top Cat Installations,3061.0,0.3116,Solar,2018-02-09,,,Unsuspended,0.0,historical_accredited,True,-37.6654987,144.9663376,nominatim_postcode
1492,Boronia Mini,VIC,Hydro,cer_only,,HYMCVC04,Boronia Mini,3154.0,0.11,Hydro,2018-02-12,,,Unsuspended,0.0,historical_accredited,True,-37.8564316,145.3147065,nominatim_postcode
1493,Dandenong Mini,VIC,Hydro,cer_only,,HYMCVC10,Dandenong Mini,3175.0,0.355,Hydro,2018-02-12,,,Unsuspended,0.0,historical_accredited,True,-38.0021658,145.2048627,nominatim_postcode
1494,Lithgow Workies,NSW,Solar,cer_only,,SRPVNS95,Lithgow Workies,2790.0,0.2067,Solar,2018-02-12,,,Unsuspended,0.0,historical_accredited,True,-33.4778101,150.1616075,nominatim_facility
1495,Mount Waverley Mini,VIC,Hydro,cer_only,,HYMCVC06,Mount Waverley Mini,3149.0,0.3555,Hydro,2018-02-12,,,Unsuspended,0.0,historical_accredited,True,-37.8825638,145.1367362,nominatim_postcode
1496,Wantirna Mini,VIC,Hydro,cer_only,,HYMCVC07,Wantirna Mini,3152.0,0.132,Hydro,2018-02-12,,,Unsuspended,0.0,historical_accredited,True,-37.8675688,145.2320328,nominatim_postcode
1497,Joint Venture Juicing,SA,Solar,cer_only,,SRPVSA38,Joint Venture Juicing,5254.0,0.1863,Solar,2018-02-13,,,Unsuspended,0.0,historical_accredited,True,-35.0702279,139.161063,nominatim_postcode
1498,Redmud Green Energy 18,SA,Solar,cer_only,,SRPVSA37,Redmud Green Energy 18,5340.0,0.53,Solar,2018-02-14,,,Unsuspended,0.0,historical_accredited,True,-34.1795623,140.7883203,nominatim_postcode
1499,Goulburn Bioenergy Project,NSW,Biomass,cer_only,,BEBGNS31,Goulburn Bioenergy Project,2580.0,1.6,Biomass,2018-02-15,,,Unsuspended,0.0,historical_accredited,True,-34.6809143,149.7417724,nominatim_postcode
1500,Sydney Airport T1 Carpark,NSW,Solar,cer_only,,SRPVNS98,Sydney Airport T1 Carpark,2020.0,0.5498,Solar,2018-02-16,,,Unsuspended,0.0,historical_accredited,True,-33.9293744,151.186424,nominatim_postcode
1501,University of Southern Queensland Ipswich,QLD,Solar,cer_only,,SRPVQL67,University of Southern Queensland Ipswich,4305.0,0.1966,Solar,2018-02-16,,,Unsuspended,0.0,historical_accredited,True,-27.6283494,152.7551536,nominatim_facility
1502,Milltech Hexham,NSW,Solar,cer_only,,SRPVNS97,Milltech Hexham,2322.0,0.2103,Solar,2018-02-20,,,Unsuspended,0.0,historical_accredited,True,-32.7927725,151.6647066,nominatim_postcode
1503,Redmud Green Energy 17,SA,Solar,cer_only,,SRPVSA39,Redmud Green Energy 17,5333.0,0.212,Solar,2018-02-21,,,Unsuspended,0.0,historical_accredited,True,-34.4134956,140.4846419,nominatim_postcode
1504,Natures Organics,VIC,Solar,cer_only,,SRPVVC75,Natures Organics,3156.0,1.2995,Solar,2018-02-22,,,Unsuspended,0.0,historical_accredited,True,-37.8891828,145.2805454,nominatim_postcode
1505,Black Rock solar farm,VIC,Solar,cer_only,,SRPVVC74,Black Rock solar farm,3227.0,3.047,Solar,2018-02-23,,,Unsuspended,0.0,historical_accredited,True,-38.2800836,144.4601368,nominatim_postcode
1506,Mitchell Foods Eastern Creek,NSW,Solar,cer_only,,SRPVNS96,Mitchell Foods Eastern Creek,2766.0,0.407,Solar,2018-02-28,,,Unsuspended,0.0,historical_accredited,True,-33.7908585,150.848912,nominatim_postcode
1507,Knight Court Kyneton,VIC,Solar,cer_only,,SRPVVC76,Knight Court Kyneton,3444.0,2.4942,Solar,2018-03-01,,,Unsuspended,0.0,historical_accredited,True,-37.2344673,144.4554378,nominatim_facility
1508,Todae Solar - MDL Scoresby,VIC,Solar,cer_only,,SRPVVC77,Todae Solar - MDL Scoresby,3179.0,0.528,Solar,2018-03-02,,,Unsuspended,0.0,historical_accredited,True,-37.8939641,145.2278534,nominatim_postcode
1509,Redmud Green Energy 20,SA,Solar,cer_only,,SRPVSA40,Redmud Green Energy 20,5340.0,0.212,Solar,2018-03-07,,,Unsuspended,0.0,historical_accredited,True,-34.1795623,140.7883203,nominatim_postcode
1510,Ahrens Group Pty Ltd - Tarranyurk,VIC,Solar,cer_only,,SRPVVC78,Ahrens Group Pty Ltd - Tarranyurk,3414.0,0.1595,Solar,2018-03-09,,,Unsuspended,0.0,historical_accredited,True,-36.3937288,142.0254269,nominatim_postcode
1511,Mineral Resources PIHA Kwinana WA,WA,Solar,cer_only,,SRPVWA58,Mineral Resources PIHA Kwinana WA,6167.0,0.1872,Solar,2018-03-13,,,Unsuspended,0.0,historical_accredited,True,-32.2309232,115.8291312,nominatim_postcode
1512,St Paul's Warragul,VIC,Solar,cer_only,,SRPVVC79,St Paul's Warragul,3820.0,0.0547,Solar,2018-03-13,,,Unsuspended,0.0,historical_accredited,True,-38.145792,145.9316123,nominatim_facility
1513,Sun Metals,QLD,Solar,cer_only,,SRPVQL69,Sun Metals,4811.0,151.2249,Solar,2018-03-15,,,Unsuspended,0.0,historical_accredited,True,-19.3325544,146.8906037,nominatim_facility
1514,SA Hughes,ACT,Solar,cer_only,,SRPVAC16,SA Hughes,2605.0,0.0999,Solar,2018-03-16,,,Unsuspended,0.0,historical_accredited,True,-35.3326252,149.0949433,nominatim_facility
1515,Hammondcare Southwood,NSW,Solar,cer_only,,SRPVNS99,Hammondcare Southwood,2170.0,0.0997,Solar,2018-03-20,,,Unsuspended,0.0,historical_accredited,True,-33.9313576,150.9129887,nominatim_postcode
1516,Mt Liebig Solar Power Station,NT,Solar,cer_only,,SRPVNT36,Mt Liebig Solar Power Station,872.0,0.0501,Solar,2018-03-21,,,Unsuspended,0.0,historical_accredited,True,-31.9222428,115.8852204,nominatim_postcode
1517,Redmud Green Energy 29,SA,Solar,cer_only,,SRPVSA41,Redmud Green Energy 29,5010.0,0.162,Solar,2018-03-22,,,Unsuspended,0.0,historical_accredited,True,-34.8646055,138.5705102,nominatim_postcode
1518,Scentre Group Plenty Valley,VIC,Solar,cer_only,,SRPVVC81,Scentre Group Plenty Valley,3082.0,0.3024,Solar,2018-03-23,,,Unsuspended,0.0,historical_accredited,True,-37.6641334,145.0642681,nominatim_postcode
1519,Dangrove Art Storage Facility,NSW,Solar,cer_only,,SRPVNSA0,Dangrove Art Storage Facility,2015.0,0.1925,Solar,2018-03-26,,,Unsuspended,0.0,historical_accredited,True,-33.9079548,151.1988094,nominatim_postcode
1520,Earle Haven Lodges Solar System,QLD,Solar,cer_only,,SRPVQL72,Earle Haven Lodges Solar System,4211.0,0.15,Solar,2018-03-27,,,Unsuspended,0.0,historical_accredited,True,-28.1284167,153.2245518,nominatim_postcode
1521,Kaisercraft,VIC,Solar,cer_only,,SRPVVC82,Kaisercraft,3219.0,0.1987,Solar,2018-03-27,,,Unsuspended,0.0,historical_accredited,True,-38.1475271,144.3640852,nominatim_facility
1522,Your DC Pty Ltd - Edinburgh,SA,Solar,cer_only,,SRPVSA42,Your DC Pty Ltd - Edinburgh,5111.0,0.7366,Solar,2018-03-27,,,Unsuspended,0.0,historical_accredited,True,-34.7243935,138.6304832,nominatim_postcode
1523,Redmud Green Energy 25,SA,Solar,cer_only,,SRPVSA43,Redmud Green Energy 25,5333.0,0.212,Solar,2018-03-28,,,Unsuspended,0.0,historical_accredited,True,-34.4134956,140.4846419,nominatim_postcode
1524,Greta Rd Wangaratta,VIC,Solar,cer_only,,SRPVVC83,Greta Rd Wangaratta,3677.0,0.1145,Solar,2018-03-29,,,Unsuspended,0.0,historical_accredited,True,-36.3719927,146.3115959,nominatim_facility
1525,Hillsong Church Mt Gravatt,QLD,Solar,cer_only,,SRPVQL71,Hillsong Church Mt Gravatt,4122.0,0.1478,Solar,2018-03-29,,,Unsuspended,0.0,historical_accredited,True,-27.5419813,153.0791853,nominatim_facility
1526,Stennett Rd Ingleburn,NSW,Solar,cer_only,,SRPVNSA1,Stennett Rd Ingleburn,2565.0,0.2161,Solar,2018-03-29,,,Unsuspended,0.0,historical_accredited,True,-34.005825,150.8520129,nominatim_facility
1527,AIT Gunnedah,NSW,Solar,cer_only,,SRPVNSA3,AIT Gunnedah,2380.0,0.504,Solar,2018-04-03,,,Unsuspended,0.0,historical_accredited,True,-31.0897237,150.1090354,nominatim_postcode
1528,Redmud Green Energy 26,SA,Solar,cer_only,,SRPVSA44,Redmud Green Energy 26,5333.0,0.216,Solar,2018-04-04,,,Unsuspended,0.0,historical_accredited,True,-34.4134956,140.4846419,nominatim_postcode
1529,Bestry Power Station - WA,WA,Solar,cer_only,,SRPVWA59,Bestry Power Station - WA,6020.0,0.2745,Solar,2018-04-05,,,Unsuspended,0.0,historical_accredited,True,-31.8497772,115.7629584,nominatim_postcode
1530,CleanPeak Energy - Griffin Plaza,NSW,Solar,cer_only,,SRPVNSA2,CleanPeak Energy - Griffin Plaza,2680.0,0.3656,Solar,2018-04-06,,,Unsuspended,0.0,historical_accredited,True,-34.2938205,146.0592346,nominatim_postcode
1531,CMTP Solar Dandenong,VIC,Solar,cer_only,,SRPVVC84,CMTP Solar Dandenong,3175.0,0.2187,Solar,2018-04-06,,,Unsuspended,0.0,historical_accredited,True,-38.0021658,145.2048627,nominatim_postcode
1532,Redmud Green Energy 31,SA,Solar,cer_only,,SRPVSA45,Redmud Green Energy 31,5321.0,0.216,Solar,2018-04-09,,,Unsuspended,0.0,historical_accredited,True,-34.0420301,139.7607245,nominatim_postcode
1533,Hickory Structures Laverton North,VIC,Solar,cer_only,,SRPVVC85,Hickory Structures Laverton North,3026.0,0.2015,Solar,2018-04-11,,,Unsuspended,0.0,historical_accredited,True,-37.8074224,144.7784378,nominatim_postcode
1534,IKEA North Lakes,QLD,Solar,cer_only,,SRPVQL73,IKEA North Lakes,4509.0,0.5027,Solar,2018-04-11,,,Unsuspended,0.0,historical_accredited,True,-27.2435234,153.0157081,nominatim_facility
1535,Ahrens Group Pty Ltd - Kingsford,SA,Solar,cer_only,,SRPVSA46,Ahrens Group Pty Ltd - Kingsford,5118.0,0.2929,Solar,2018-04-12,,,Unsuspended,0.0,historical_accredited,True,-34.591624,138.7461004,nominatim_postcode
1536,Peterborough Solar Farm,SA,Solar,cer_only,,SRPVSA47,Peterborough Solar Farm,5422.0,5.633,Solar,2018-04-12,,,Unsuspended,0.0,historical_accredited,True,-32.9785679,138.8158645,nominatim_facility
1537,134-140 Fairbairn Road,VIC,Solar,cer_only,,SRPVVC88,134-140 Fairbairn Road,3020.0,0.199,Solar,2018-04-17,,,Unsuspended,0.0,historical_accredited,True,-37.8089965,144.8184481,nominatim_facility
1538,Knox,VIC,Solar,cer_only,,SRPVVC87,Knox,3152.0,0.6311,Solar,2018-04-18,,,Unsuspended,0.0,historical_accredited,True,-37.8657587,145.2193591,nominatim_facility
1539,Good News Lutheran College VIC,VIC,Solar,cer_only,,SRPVVC86,Good News Lutheran College VIC,3029.0,0.2362,Solar,2018-04-19,,,Unsuspended,0.0,historical_accredited,True,-37.8559464,144.6658804,nominatim_facility
1540,IKEA Canberra,ACT,Solar,cer_only,,SRPVAC17,IKEA Canberra,2609.0,0.5002,Solar,2018-04-19,,,Unsuspended,0.0,historical_accredited,True,-35.2948179,149.1869905,nominatim_facility
1541,FS Energy,VIC,Solar,cer_only,,SRPVVC92,FS Energy,3030.0,0.2706,Solar,2018-04-23,,,Unsuspended,0.0,historical_accredited,True,-37.8955871,144.6960322,nominatim_postcode
1542,West Tamworth League Club,NSW,Solar,cer_only,,SRPVNSA4,West Tamworth League Club,2340.0,0.4355,Solar,2018-04-24,,,Unsuspended,0.0,historical_accredited,True,-31.1012595,150.9049321,nominatim_postcode
1543,CMTP Solar Colac,VIC,Solar,cer_only,,SRPVVC90,CMTP Solar Colac,3250.0,0.2902,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-38.3454247,143.5815481,nominatim_postcode
1544,Hillsong Church Castle Hill,NSW,Solar,cer_only,,SRPVNSA6,Hillsong Church Castle Hill,2153.0,0.5942,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-33.7500696,150.991452,nominatim_postcode
1545,Pyramid Salt Pyramid Hill,VIC,Solar,cer_only,,SRPVVC91,Pyramid Salt Pyramid Hill,3575.0,0.2996,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-36.0621433,144.1132951,nominatim_postcode
1546,Select Produce Korumburra,VIC,Solar,cer_only,,SRPVVC89,Select Produce Korumburra,3950.0,0.2555,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-38.4323933,145.8378746,nominatim_postcode
1547,Taplin Corporation - Jetty Road Properties,SA,Solar,cer_only,,SRPVSA48,Taplin Corporation - Jetty Road Properties,5045.0,0.3339,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-34.9800025,138.519263,nominatim_postcode
1548,Taplin Corporation - Marden Shopping Centre,SA,Solar,cer_only,,SRPVSA49,Taplin Corporation - Marden Shopping Centre,5070.0,0.2442,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-34.897133,138.6387591,nominatim_postcode
1549,Taplin Corporation - Mawson Lakes Corporation,SA,Solar,cer_only,,SRPVSA50,Taplin Corporation - Mawson Lakes Corporation,5095.0,0.2587,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-34.8166056,138.6104985,nominatim_postcode
1550,Taplin Corporation - Mitcham Shopping Centre,SA,Solar,cer_only,,SRPVSA51,Taplin Corporation - Mitcham Shopping Centre,5062.0,0.1224,Solar,2018-04-27,,,Unsuspended,0.0,historical_accredited,True,-34.9766501,138.6123877,nominatim_postcode
1551,BWTP Mount Pluto,QLD,Solar,cer_only,,SRPVQL74,BWTP Mount Pluto,4800.0,0.3998,Solar,2018-04-30,,,Unsuspended,0.0,historical_accredited,True,-20.3416198,148.588177,nominatim_postcode
1552,Narromine Solar Farm,NSW,Solar,cer_only,,SRPVNSA5,Narromine Solar Farm,2821.0,10.8864,Solar,2018-04-30,,,Unsuspended,0.0,historical_accredited,True,-32.219485,148.2571164,nominatim_facility
1553,Rollspack,VIC,Solar,cer_only,,SRPVVC93,Rollspack,3195.0,0.1728,Solar,2018-04-30,,,Unsuspended,0.0,historical_accredited,True,-38.0125077,145.1047699,nominatim_postcode
1554,AVL Merbein,VIC,Solar,cer_only,,SRPVVC94,AVL Merbein,3505.0,0.3005,Solar,2018-05-01,,,Unsuspended,0.0,historical_accredited,True,-34.1686757,142.0508811,nominatim_postcode
1555,Orora Botany Mill Power Station 1,NSW,Biomass,cer_only,,BEBGNS32,Orora Botany Mill Power Station 1,2036.0,1.48,Biomass,2018-05-01,,,Unsuspended,0.0,historical_accredited,True,-33.974268,151.2420541,nominatim_postcode
1556,BRC Millbank,QLD,Solar,cer_only,,SRPVQL75,BRC Millbank,4670.0,0.1084,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-24.8793544,152.3829673,nominatim_postcode
1557,Pymble Ladies' College,NSW,Solar,cer_only,,SRPVNSB4,Pymble Ladies' College,2073.0,0.2023,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-33.7460852,151.1366461,nominatim_facility
1558,University of Melbourne Allan Gilbert BLDG 104,VIC,Solar,cer_only,,SRPVVC95,University of Melbourne Allan Gilbert BLDG 104,3053.0,0.0955,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.801045,144.9673753,nominatim_postcode
1559,University of Melbourne Dental Clinic BLDG 348,VIC,Solar,cer_only,,SRPVVC99,University of Melbourne Dental Clinic BLDG 348,3052.0,0.0531,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.7878667,144.9518563,nominatim_postcode
1560,University of Melbourne FBE BLDG 105,VIC,Solar,cer_only,,SRPVVC97,University of Melbourne FBE BLDG 105,3053.0,0.0672,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.801045,144.9673753,nominatim_postcode
1561,University of Melbourne John Medley BLDG 191,VIC,Solar,cer_only,,SRPVVC98,University of Melbourne John Medley BLDG 191,3052.0,0.069,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.7878667,144.9518563,nominatim_postcode
1562,University of Melbourne Kwong Lee Dow BLDG 263,VIC,Solar,cer_only,,SRPVVCA1,University of Melbourne Kwong Lee Dow BLDG 263,3053.0,0.0804,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.801045,144.9673753,nominatim_postcode
1563,University of Melbourne Medical Building 181,VIC,Solar,cer_only,,SRPVVC96,University of Melbourne Medical Building 181,3052.0,0.1299,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.7878667,144.9518563,nominatim_postcode
1564,University of Melbourne VCA Film & TV BLDG 861,VIC,Solar,cer_only,,SRPVVCA0,University of Melbourne VCA Film & TV BLDG 861,3006.0,0.1068,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-37.8265244,144.9641983,nominatim_postcode
1565,Warilla Bowls & Recreation Club,NSW,Solar,cer_only,,SRPVNSA8,Warilla Bowls & Recreation Club,2528.0,0.3144,Solar,2018-05-03,,,Unsuspended,0.0,historical_accredited,True,-34.5501759,150.8517075,nominatim_postcode
1566,South Keswick Solar Farm - NSW,NSW,Solar,cer_only,,SRPVNSB0,South Keswick Solar Farm - NSW,2830.0,17.9712,Solar,2018-05-05,,,Unsuspended,0.0,historical_accredited,True,-32.2333339,148.638969,nominatim_postcode
1567,Pace Farms Widgelli,NSW,Solar,cer_only,,SRPVNSA9,Pace Farms Widgelli,2680.0,0.4992,Solar,2018-05-07,,,Suspended,0.0,historical_accredited,True,-34.2938205,146.0592346,nominatim_postcode
1568,The Canberra Burns Club,ACT,Solar,cer_only,,SRPVAC18,The Canberra Burns Club,2902.0,0.2427,Solar,2018-05-08,,,Unsuspended,0.0,historical_accredited,True,-35.3862461,149.0580634,nominatim_postcode
1569,Valley Park Farm,VIC,Solar,cer_only,,SRPVVCA2,Valley Park Farm,3660.0,0.2131,Solar,2018-05-08,,,Unsuspended,0.0,historical_accredited,True,-37.0448694,145.200101,nominatim_postcode
1570,FJ Lenne Ardmona,VIC,Solar,cer_only,,SRPVVCA5,FJ Lenne Ardmona,3629.0,0.5,Solar,2018-05-09,,,Unsuspended,0.0,historical_accredited,True,-36.3724432,145.3413537,nominatim_postcode
1571,Redmud Green Energy 34,SA,Solar,cer_only,,SRPVSA56,Redmud Green Energy 34,5340.0,0.216,Solar,2018-05-09,,,Unsuspended,0.0,historical_accredited,True,-34.1795623,140.7883203,nominatim_postcode
1572,Redmud Green Energy 35,SA,Solar,cer_only,,SRPVSA57,Redmud Green Energy 35,5332.0,0.216,Solar,2018-05-09,,,Unsuspended,0.0,historical_accredited,True,-34.3178718,140.3270606,nominatim_postcode
