facility_id,facility_name,state,primary_fuel,match_status,match_score,accreditation_code,station_name,postcode,installed_capacity_mw,fuel_source,accreditation_start_date,approval_date,committed_date,suspension_status,baseline_mwh,cer_source_type,use_for_geocoding,lat,lon,geocode_source
2304,Coles Warradale,SA,Solar,cer_only,,SRPVSAI5,Coles Warradale,5046.0,0.1788,Solar,2020-05-25,,,Suspended,0.0,historical_accredited,True,-35.0086309,138.5394806,nominatim_facility
2305,Eldercare Evanston ParkNursing Home,SA,Solar,cer_only,,SRPVSAI6,Eldercare Evanston ParkNursing Home,5116.0,0.1502,Solar,2020-05-26,,,Unsuspended,0.0,historical_accredited,True,-34.6257737,138.7238975,nominatim_postcode
2306,Eldercare Seaford Nursing Home,SA,Solar,cer_only,,SRPVSAI1,Eldercare Seaford Nursing Home,5169.0,0.1503,Solar,2020-05-26,,,Unsuspended,0.0,historical_accredited,True,-35.1860864,138.4831305,nominatim_postcode
2307,Eldercare The Lodge Nursing Home,SA,Solar,cer_only,,SRPVSAI2,Eldercare The Lodge Nursing Home,5034.0,0.1741,Solar,2020-05-26,,,Unsuspended,0.0,historical_accredited,True,-34.9572955,138.5858497,nominatim_postcode
2308,Tarbat,QLD,Solar,cer_only,,SRPVQLN5,Tarbat,4480.0,0.2673,Solar,2020-05-26,,,Unsuspended,0.0,historical_accredited,True,-26.6539013,144.2758725,nominatim_postcode
2309,Lal Lal WTP,VIC,Solar,cer_only,,SRPVVCU3,Lal Lal WTP,3352.0,0.2911,Solar,2020-05-28,,,Unsuspended,0.0,historical_accredited,True,-37.5309141,143.8049973,nominatim_postcode
2310,Mawson Trig,WA,Solar,cer_only,,SRPVWAB7,Mawson Trig,6383.0,0.2079,Solar,2020-05-29,,,Unsuspended,0.0,historical_accredited,True,-32.0069359,117.403179,nominatim_postcode
2311,Knoll Edinburgh North NMI 545,SA,Solar,cer_only,,SRPVSAH9,Knoll Edinburgh North NMI 545,5113.0,0.1986,Solar,2020-06-02,,,Unsuspended,0.0,historical_accredited,True,-34.7012678,138.671888,nominatim_postcode
2312,Redmud Green Energy 82,SA,Solar,cer_only,,SRPVSAI4,Redmud Green Energy 82,5238.0,0.2268,Solar,2020-06-03,,,Unsuspended,0.0,historical_accredited,True,-34.856093,139.4691616,nominatim_postcode
2313,GVW - Shepparton WTP,VIC,Solar,cer_only,,SRPVVCV2,GVW - Shepparton WTP,3630.0,0.148,Solar,2020-06-09,,,Unsuspended,0.0,historical_accredited,True,-36.3909839,145.4073399,nominatim_postcode
2314,Total Laser Cutting Services,WA,Solar,cer_only,,SRPVWAB9,Total Laser Cutting Services,6054.0,0.2,Solar,2020-06-09,,,Unsuspended,0.0,historical_accredited,True,-31.8989492,115.9419731,nominatim_postcode
2315,Brisbane Convention And Exhibition Centre,QLD,Solar,cer_only,,SRPVQLN2,Brisbane Convention And Exhibition Centre,4101.0,0.3094,Solar,2020-06-10,,,Unsuspended,0.0,historical_accredited,True,-27.4763836,153.0183017,nominatim_facility
2316,Mugga Lane - LFG,ACT,Biomass,cer_only,,BEBGAC03,Mugga Lane - LFG,2609.0,6.39,Biomass,2020-06-11,,,Unsuspended,0.0,historical_accredited,True,-35.3248372,149.1759271,nominatim_postcode
2317,Oasis Shopping Village,NT,Solar,cer_only,,SRPVNT58,Oasis Shopping Village,830.0,0.5476,Solar,2020-06-15,,,Unsuspended,0.0,historical_accredited,True,-12.4835877,130.9855083,nominatim_facility
2318,City of Onkaparinga Field Operations Centre,SA,Solar,cer_only,,SRPVSAI7,City of Onkaparinga Field Operations Centre,5169.0,0.1191,Solar,2020-06-16,,,Unsuspended,0.0,historical_accredited,True,-35.1776141,138.4900633,nominatim_facility
2319,Stanbroke Beef Chinchilla,QLD,Solar,cer_only,,SRPVQLN9,Stanbroke Beef Chinchilla,4413.0,0.3672,Solar,2020-06-16,,,Unsuspended,0.0,historical_accredited,True,-26.6890396,150.6442425,nominatim_postcode
2320,B J Ball Solar PV,NSW,Solar,cer_only,,SRPVNSS0,B J Ball Solar PV,2145.0,0.1248,Solar,2020-06-17,,,Unsuspended,0.0,historical_accredited,True,-33.8096245,150.9759082,nominatim_postcode
2321,"ISPT Cranbourne Rd, Karingal",VIC,Solar,cer_only,,SRPVVCV3,"ISPT Cranbourne Rd, Karingal",3199.0,0.793,Solar,2020-06-17,,,Unsuspended,0.0,historical_accredited,True,-38.1523424,145.1352782,nominatim_postcode
2322,Extrusions Australia,VIC,Solar,cer_only,,SRPVVCV4,Extrusions Australia,3029.0,0.42,Solar,2020-06-18,,,Unsuspended,0.0,historical_accredited,True,-37.844205,144.7029836,nominatim_postcode
2323,Numurkah Solar Project,VIC,Solar,cer_only,,SRPVVCV5,Numurkah Solar Project,3636.0,8.3851,Solar,2020-06-18,,,Unsuspended,0.0,historical_accredited,True,-36.1046186,145.4747217,nominatim_postcode
2324,NuPure Frasers Horsley Park No.1 - Solar PV,NSW,Solar,cer_only,,SRPVNST8,NuPure Frasers Horsley Park No.1 - Solar PV,2175.0,1.5196,Solar,2020-06-19,,,Unsuspended,0.0,historical_accredited,True,-33.8456885,150.8524309,nominatim_postcode
2325,Redmud Green Energy 85,SA,Solar,cer_only,,SRPVSAI8,Redmud Green Energy 85,5333.0,0.2268,Solar,2020-06-19,,,Unsuspended,0.0,historical_accredited,True,-34.4134956,140.4846419,nominatim_postcode
2326,Ballarat North WRP wSGU,VIC,Solar,cer_only,,SRPVVCW3,Ballarat North WRP wSGU,3352.0,0.8764,Solar,2020-06-23,,,Unsuspended,0.0,historical_accredited,True,-37.5309141,143.8049973,nominatim_postcode
2327,GVW - Broadford WMF,VIC,Solar,cer_only,,SRPVVCV7,GVW - Broadford WMF,3658.0,0.1152,Solar,2020-06-23,,,Unsuspended,0.0,historical_accredited,True,-37.2252272,145.0812701,nominatim_postcode
2328,GVW - Shepparton No5 PS,VIC,Solar,cer_only,,SRPVVCV9,GVW - Shepparton No5 PS,3630.0,0.1656,Solar,2020-06-23,,,Unsuspended,0.0,historical_accredited,True,-36.3909839,145.4073399,nominatim_postcode
2329,GVW - Tatura WMF,VIC,Solar,cer_only,,SRPVVCV8,GVW - Tatura WMF,3616.0,0.1872,Solar,2020-06-23,,,Unsuspended,0.0,historical_accredited,True,-36.4368001,145.2261414,nominatim_postcode
2330,Robinvale Solar - Solar Energy,VIC,Solar,cer_only,,SRPVVCW0,Robinvale Solar - Solar Energy,3549.0,9.4696,Solar,2020-06-23,,,Unsuspended,0.0,historical_accredited,True,-34.613438,142.766902,nominatim_postcode
2331,White Swan WTP,VIC,Solar,cer_only,,SRPVVCW1,White Swan WTP,3352.0,0.3881,Solar,2020-06-25,,,Unsuspended,0.0,historical_accredited,True,-37.5309141,143.8049973,nominatim_postcode
2332,Glenelg Waste Water Treatment Plant (GLGWWTP),SA,Solar,cer_only,,SRPVSAW4,Glenelg Waste Water Treatment Plant (GLGWWTP),5045.0,1.32,Solar,2020-06-26,,,Unsuspended,0.0,historical_accredited,True,-34.9800025,138.519263,nominatim_postcode
2333,DORRIEN ESTATE WINERY,SA,Solar,cer_only,,SRPVSAI9,DORRIEN ESTATE WINERY,5352.0,0.3805,Solar,2020-06-28,,,Unsuspended,0.0,historical_accredited,True,-34.5322776,138.9628982,nominatim_postcode
2334,Epiq Marketplace Lennox Head,NSW,Solar,cer_only,,SRPVNST7,Epiq Marketplace Lennox Head,2478.0,0.2989,Solar,2020-06-30,,,Unsuspended,0.0,historical_accredited,True,-28.8073864,153.5827358,nominatim_facility
2335,Redmud Green Energy 90,SA,Solar,cer_only,,SRPVSAJ1,Redmud Green Energy 90,5355.0,0.2268,Solar,2020-07-01,,,Unsuspended,0.0,historical_accredited,True,-34.464099,138.97918,nominatim_postcode
2336,Q Eastern Creek 0.9 MW,NSW,Solar,cer_only,,SRPVNST9,Q Eastern Creek 0.9 MW,2766.0,0.9984,Solar,2020-07-02,,,Unsuspended,0.0,historical_accredited,True,-33.7908585,150.848912,nominatim_postcode
2337,MSUII,WA,Solar,cer_only,,SRPVWAC1,MSUII,6434.0,1.0144,Solar,2020-07-06,,,Unsuspended,0.0,historical_accredited,True,-30.7884063,123.5748776,nominatim_postcode
2338,Nova Nickel,WA,Solar,cer_only,,SRPVWAC0,Nova Nickel,6443.0,16.3972,Solar,2020-07-06,,,Unsuspended,0.0,historical_accredited,True,-32.0186894,124.1047828,nominatim_postcode
2339,RACV Healesville Country Club,VIC,Solar,cer_only,,SRPVVCW4,RACV Healesville Country Club,3777.0,0.3699,Solar,2020-07-07,,,Unsuspended,0.0,historical_accredited,True,-37.6473543,145.5022487,nominatim_facility
2340,RACV Noble Park,VIC,Solar,cer_only,,SRPVVCW2,RACV Noble Park,3174.0,0.6002,Solar,2020-07-07,,,Unsuspended,0.0,historical_accredited,True,-37.9529529,145.1797125,nominatim_facility
2341,RACV Torquay Resort,VIC,Solar,cer_only,,SRPVVCW5,RACV Torquay Resort,3228.0,0.5158,Solar,2020-07-07,,,Unsuspended,0.0,historical_accredited,True,-38.3406646,144.3113921,nominatim_facility
2342,Vesuvius Australia Pty Ltd,NSW,Solar,cer_only,,SRPVNSU0,Vesuvius Australia Pty Ltd,2505.0,0.132,Solar,2020-07-07,,,Unsuspended,0.0,historical_accredited,True,-34.4809915,150.9037262,nominatim_postcode
2343,GVW - Fryers St Office,VIC,Solar,cer_only,,SRPVVCW6,GVW - Fryers St Office,3630.0,0.1192,Solar,2020-07-08,,,Unsuspended,0.0,historical_accredited,True,-36.3909839,145.4073399,nominatim_postcode
2344,Borg Oberon,NSW,Solar,cer_only,,SRPVNSS1,Borg Oberon,2787.0,10.1033,Solar,2020-07-09,,,Unsuspended,0.0,historical_accredited,True,-33.7354765,149.9498962,nominatim_postcode
2345,GVW - Shepparton Aerators (North),VIC,Solar,cer_only,,SRPVVCW8,GVW - Shepparton Aerators (North),3631.0,0.252,Solar,2020-07-17,,,Unsuspended,0.0,historical_accredited,True,-36.4189785,145.4291858,nominatim_postcode
2346,GVW - Shepparton Aerators (South),VIC,Solar,cer_only,,SRPVVCW9,GVW - Shepparton Aerators (South),3631.0,0.252,Solar,2020-07-17,,,Unsuspended,0.0,historical_accredited,True,-36.4189785,145.4291858,nominatim_postcode
2347,GVW - Shepparton HRAL WMF,VIC,Solar,cer_only,,SRPVVCW7,GVW - Shepparton HRAL WMF,3631.0,0.252,Solar,2020-07-17,,,Unsuspended,0.0,historical_accredited,True,-36.4189785,145.4291858,nominatim_postcode
2348,University of the Sunshine Coast,QLD,Solar,cer_only,,SRPVQLO2,University of the Sunshine Coast,4556.0,2.3561,Solar,2020-07-17,,,Unsuspended,0.0,historical_accredited,True,-26.7184666,153.0651536,nominatim_facility
2349,Middlemount Solar Farm,QLD,Solar,cer_only,,SRPVQLO1,Middlemount Solar Farm,4746.0,33.7938,Solar,2020-07-21,,,Unsuspended,0.0,historical_accredited,True,-22.7086164,148.7674902,nominatim_postcode
2350,Albert park Motor Inn,QLD,Solar,cer_only,,SRPVQLO3,Albert park Motor Inn,4730.0,0.14,Solar,2020-07-23,,,Unsuspended,0.0,historical_accredited,True,-23.4421904,144.2679803,nominatim_facility
2351,Keysborough South 3805,VIC,Solar,cer_only,,SRPVVCX0,Keysborough South 3805,3173.0,0.2412,Solar,2020-07-23,,,Unsuspended,0.0,historical_accredited,True,-37.9891683,145.1744871,nominatim_postcode
2352,Woolworths Granville 1759,NSW,Solar,cer_only,,SRPVNSU2,Woolworths Granville 1759,2142.0,0.271,Solar,2020-07-23,,,Unsuspended,0.0,historical_accredited,True,-33.8294904,151.0134138,nominatim_postcode
2353,Woolworths Gregory Hills 1331,NSW,Solar,cer_only,,SRPVNSU1,Woolworths Gregory Hills 1331,2557.0,0.3142,Solar,2020-07-23,,,Unsuspended,0.0,historical_accredited,True,-34.028355,150.7756406,nominatim_postcode
2354,Woolworths Port Augusta 5601,SA,Solar,cer_only,,SRPVSAJ2,Woolworths Port Augusta 5601,5700.0,0.1999,Solar,2020-07-23,,,Unsuspended,0.0,historical_accredited,True,-32.5062139,137.7683727,nominatim_postcode
2355,Woolworths Woodcroft 5622,SA,Solar,cer_only,,SRPVSAJ3,Woolworths Woodcroft 5622,5162.0,0.1999,Solar,2020-07-23,,,Unsuspended,0.0,historical_accredited,True,-35.12378,138.5147716,nominatim_postcode
2356,Bonaccord Ingram Walpa,VIC,Solar,cer_only,,SRPVVCX2,Bonaccord Ingram Walpa,3875.0,0.328,Solar,2020-07-24,,,Unsuspended,0.0,historical_accredited,True,-37.8064934,147.6011851,nominatim_postcode
2357,Bunnings Australind,WA,Solar,cer_only,,SRPVWAC3,Bunnings Australind,6233.0,0.2405,Solar,2020-07-24,,,Unsuspended,0.0,historical_accredited,True,-33.2807916,115.7447732,nominatim_facility
2358,Bunnings Grafton,NSW,Solar,cer_only,,SRPVNSU3,Bunnings Grafton,2460.0,0.147,Solar,2020-07-24,,,Unsuspended,0.0,historical_accredited,True,-29.7058836,152.9441744,nominatim_facility
2359,Redmud Green Energy 88,SA,Solar,cer_only,,SRPVSAJ0,Redmud Green Energy 88,5333.0,0.2268,Solar,2020-07-27,,,Unsuspended,0.0,historical_accredited,True,-34.4134956,140.4846419,nominatim_postcode
2360,Woolworths Narooma 1274,NSW,Solar,cer_only,,SRPVNSU4,Woolworths Narooma 1274,2546.0,0.1848,Solar,2020-07-29,,,Unsuspended,0.0,historical_accredited,True,-36.2899858,150.1008947,nominatim_postcode
2361,Yuhu Group Pymble,NSW,Solar,cer_only,,SRPVNST6,Yuhu Group Pymble,2073.0,0.2772,Solar,2020-07-29,,,Unsuspended,0.0,historical_accredited,True,-33.7476143,151.1384223,nominatim_postcode
2362,Heritage Care Sydenham,VIC,Solar,cer_only,,SRPVVCX3,Heritage Care Sydenham,3037.0,0.1999,Solar,2020-08-05,,,Unsuspended,0.0,historical_accredited,True,-37.7091202,144.7694878,nominatim_postcode
2363,Fremantle City Cold Stores,WA,Solar,cer_only,,SRPVWAC2,Fremantle City Cold Stores,6163.0,0.2049,Solar,2020-08-06,,,Unsuspended,0.0,historical_accredited,True,-32.0947334,115.7650892,nominatim_postcode
2364,La Trobe University Caval,VIC,Solar,cer_only,,SRPVVCX5,La Trobe University Caval,3083.0,0.2263,Solar,2020-08-06,,,Unsuspended,0.0,historical_accredited,True,-37.7008996,145.0666673,nominatim_postcode
2365,La Trobe University Main Network,VIC,Solar,cer_only,,SRPVVCX6,La Trobe University Main Network,3083.0,1.6474,Solar,2020-08-06,,,Unsuspended,0.0,historical_accredited,True,-37.7008996,145.0666673,nominatim_postcode
2366,La Trobe University Sports Park,VIC,Solar,cer_only,,SRPVVCX4,La Trobe University Sports Park,3083.0,0.7424,Solar,2020-08-06,,,Unsuspended,0.0,historical_accredited,True,-37.7008996,145.0666673,nominatim_postcode
2367,Master Benchtops,NSW,Solar,cer_only,,SRPVNSU5,Master Benchtops,2164.0,0.2863,Solar,2020-08-06,,,Unsuspended,0.0,historical_accredited,True,-33.8460089,150.9128724,nominatim_postcode
2368,Qube MPE Warehouse 1,NSW,Solar,cer_only,,SRPVNSU7,Qube MPE Warehouse 1,2170.0,3.002,Solar,2020-08-06,,,Unsuspended,0.0,historical_accredited,True,-33.9313576,150.9129887,nominatim_postcode
2369,Gold Coast Sports and Leisure Centre- Carrara,QLD,Solar,cer_only,,SRPVQLO5,Gold Coast Sports and Leisure Centre- Carrara,4211.0,0.1254,Solar,2020-08-07,,,Unsuspended,0.0,historical_accredited,True,-28.1284167,153.2245518,nominatim_postcode
2370,Castlemaine Health,VIC,Solar,cer_only,,SRPVVCU8,Castlemaine Health,3450.0,0.1997,Solar,2020-08-12,,,Unsuspended,0.0,historical_accredited,True,-37.0525494,144.2122479,nominatim_facility
2371,Melton Recycled Water Plant - Waste and,VIC,Solar,cer_only,,BEBGVC23,Melton Recycled Water Plant - Waste and,3024.0,0.7012,Solar,2020-08-14,,,Unsuspended,0.0,historical_accredited,True,-37.8527356,144.5910205,nominatim_postcode
2372,Brisbane International Cruise Terminal,QLD,Solar,cer_only,,SRPVQLO0,Brisbane International Cruise Terminal,4008.0,0.7892,Solar,2020-08-18,,,Unsuspended,0.0,historical_accredited,True,-27.3804291,153.1553298,nominatim_facility
2373,Mammoth Cold Store wSGU,WA,Solar,cer_only,,SRPVWAC5,Mammoth Cold Store wSGU,6057.0,0.3494,Solar,2020-08-19,,,Unsuspended,0.0,historical_accredited,True,-31.9363444,116.0064619,nominatim_postcode
2374,REDMALLEEPOULTRY,SA,Solar,cer_only,,SRPVSAJ7,REDMALLEEPOULTRY,5259.0,0.2293,Solar,2020-08-20,,,Unsuspended,0.0,historical_accredited,True,-35.4162197,139.3516844,nominatim_postcode
2375,WHITEMALLEEPOULTRY,SA,Solar,cer_only,,SRPVSAJ8,WHITEMALLEEPOULTRY,5259.0,0.2294,Solar,2020-08-20,,,Unsuspended,0.0,historical_accredited,True,-35.4162197,139.3516844,nominatim_postcode
2376,Bunnings Belconnen,ACT,Solar,cer_only,,SRPVAC25,Bunnings Belconnen,2617.0,0.3299,Solar,2020-08-25,,,Unsuspended,0.0,historical_accredited,True,-35.2445354,149.0637348,nominatim_facility
2377,Burwood Brickworks,VIC,Solar,cer_only,,SRPVVCX8,Burwood Brickworks,3151.0,1.0106,Solar,2020-08-25,,,Unsuspended,0.0,historical_accredited,True,-37.8489865,145.1363511,nominatim_facility
2378,Churchlands Senior High School,WA,Solar,cer_only,,SRPVWAC4,Churchlands Senior High School,6018.0,0.4103,Solar,2020-08-25,,,Unsuspended,0.0,historical_accredited,True,-31.9176252,115.789551,nominatim_facility
2379,Zammit Ham,NSW,Solar,cer_only,,SRPVNSU6,Zammit Ham,2145.0,0.2976,Solar,2020-08-27,,,Unsuspended,0.0,historical_accredited,True,-33.8096245,150.9759082,nominatim_postcode
2380,Fairfield Hospital Solar PV,NSW,Solar,cer_only,,SRPVNSU8,Fairfield Hospital Solar PV,2176.0,0.6588,Solar,2020-08-31,,,Unsuspended,0.0,historical_accredited,True,-33.8719194,150.8919951,nominatim_postcode
2381,Orbost Regional Health,VIC,Solar,cer_only,,SRPVVCX9,Orbost Regional Health,3888.0,0.15,Solar,2020-09-08,,,Unsuspended,0.0,historical_accredited,True,-37.7020976,148.4654222,nominatim_facility
2382,University of New England Solar Farm,NSW,Solar,cer_only,,SRPVNSU9,University of New England Solar Farm,2350.0,3.2565,Solar,2020-09-08,,,Unsuspended,0.0,historical_accredited,True,-30.5020681,151.7072443,nominatim_postcode
2383,Wonthaggi Hospital,VIC,Solar,cer_only,,SRPVVCX7,Wonthaggi Hospital,3995.0,0.444,Solar,2020-09-08,,,Unsuspended,0.0,historical_accredited,True,-38.6082947,145.5810893,nominatim_facility
2384,Birkdale Fair,QLD,Solar,cer_only,,SRPVQLO8,Birkdale Fair,4159.0,0.3003,Solar,2020-09-10,,,Unsuspended,0.0,historical_accredited,True,-27.4908924,153.2182593,nominatim_facility
2385,BLETCHLEY,SA,Solar,cer_only,,SRPVSAJ9,BLETCHLEY,5255.0,0.198,Solar,2020-09-10,,,Unsuspended,0.0,historical_accredited,True,-35.2508249,138.9814703,nominatim_facility
2386,Shapecut Pty Ltd,QLD,Solar,cer_only,,SRPVQLO7,Shapecut Pty Ltd,4300.0,0.4002,Solar,2020-09-10,,,Unsuspended,0.0,historical_accredited,True,-27.669467,152.8992635,nominatim_postcode
2387,St John's Regional College Dandenong,VIC,Solar,cer_only,,SRPVVCY0,St John's Regional College Dandenong,3175.0,0.3072,Solar,2020-09-10,,,Unsuspended,0.0,historical_accredited,True,-37.9890577,145.2281217,nominatim_facility
2388,Whitsunday Plaza,QLD,Solar,cer_only,,SRPVQLO9,Whitsunday Plaza,4802.0,0.3067,Solar,2020-09-11,,,Unsuspended,0.0,historical_accredited,True,-20.2901898,148.6748251,nominatim_facility
2389,BIDFOOD CAIRNS - SOLAR _QLD,QLD,Solar,cer_only,,SRPVQLP0,BIDFOOD CAIRNS - SOLAR _QLD,4868.0,0.2916,Solar,2020-09-15,,,Unsuspended,0.0,historical_accredited,True,-16.9785864,145.734907,nominatim_postcode
2390,BIDFOOD DARWIN,NT,Solar,cer_only,,SRPVNT59,BIDFOOD DARWIN,822.0,0.239,Solar,2020-09-15,,,Unsuspended,0.0,historical_accredited,True,-38.165166,144.3376679,nominatim_postcode
2391,Woolworths Mt Isa 2539 - Solar w SGU - NSW,QLD,Solar,cer_only,,SRPVNSV1,Woolworths Mt Isa 2539 - Solar w SGU - NSW,4825.0,0.1999,Solar,2020-09-15,,,Unsuspended,0.0,historical_accredited,True,-20.8299763,139.3810934,nominatim_postcode
2392,St Hilda's Bayview Tce,WA,Solar,cer_only,,SRPVWAC7,St Hilda's Bayview Tce,6012.0,0.2079,Solar,2020-09-16,,,Unsuspended,0.0,historical_accredited,True,-32.0191341,115.7589181,nominatim_postcode
2393,Caroona,SA,Solar,cer_only,,SRPVSAK0,Caroona,5700.0,1.98,Solar,2020-09-18,,,Unsuspended,0.0,historical_accredited,True,-32.4848069,137.7561538,nominatim_facility
2394,Diamond Energy - Trundle,NSW,Solar,cer_only,,SRPVNSS6,Diamond Energy - Trundle,2875.0,6.72,Solar,2020-09-21,,,Unsuspended,0.0,historical_accredited,True,-32.9364513,147.6740191,nominatim_postcode
2395,Sunrise Asset Holdings Boonanarring,WA,Solar,cer_only,,SRPVWAC6,Sunrise Asset Holdings Boonanarring,6503.0,3.0302,Solar,2020-09-21,,,Unsuspended,0.0,historical_accredited,True,-31.2650447,115.8158436,nominatim_postcode
2396,Civardi Furniture PTY LTD,NSW,Solar,cer_only,,SRPVNSV3,Civardi Furniture PTY LTD,2116.0,0.3989,Solar,2020-09-22,,,Unsuspended,0.0,historical_accredited,True,-33.8134884,151.0347116,nominatim_postcode
2397,Henkell SF Waurn Ponds,VIC,Solar,cer_only,,SRPVVCY2,Henkell SF Waurn Ponds,3216.0,0.2998,Solar,2020-09-24,,,Unsuspended,0.0,historical_accredited,True,-38.2038596,144.3123545,nominatim_postcode
2398,Edmondson Park Town Centre,NSW,Solar,cer_only,,SRPVNSV2,Edmondson Park Town Centre,2174.0,0.9095,Solar,2020-09-25,,,Unsuspended,0.0,historical_accredited,True,-33.9586167,150.8642214,nominatim_postcode
2399,Redmud Green Energy 92,SA,Solar,cer_only,,SRPVSAJ6,Redmud Green Energy 92,5341.0,0.2113,Solar,2020-09-25,,,Unsuspended,0.0,historical_accredited,True,-34.1820598,140.7324051,nominatim_postcode
2400,Caloundra - LFG,QLD,Biomass,cer_only,,BEBGQL33,Caloundra - LFG,4551.0,0.85,Biomass,2020-09-30,,,Unsuspended,0.0,historical_accredited,True,-26.7852749,153.1048644,nominatim_postcode
2401,Yatala Labour Prison,SA,Solar,cer_only,,SRPVSAK1,Yatala Labour Prison,5085.0,0.1733,Solar,2020-10-05,,,Unsuspended,0.0,historical_accredited,True,-34.8445857,138.6287565,nominatim_facility
2402,Genis Steel Somerton,VIC,Solar,cer_only,,SRPVVCY3,Genis Steel Somerton,3062.0,0.2996,Solar,2020-10-06,,,Unsuspended,0.0,historical_accredited,True,-37.6285946,144.9555769,nominatim_facility
2403,Kia-Ora Piggery - Agricultural Waste,VIC,Biomass,cer_only,,BEBGVC24,Kia-Ora Piggery - Agricultural Waste,3575.0,0.25,Biomass,2020-10-06,,,Unsuspended,0.0,historical_accredited,True,-36.0621433,144.1132951,nominatim_postcode
2404,LDK Greenway Pty Ltd,ACT,Solar,cer_only,,SRPVAC26,LDK Greenway Pty Ltd,2900.0,0.6915,Solar,2020-10-06,,,Unsuspended,0.0,historical_accredited,True,-35.415364,149.0645273,nominatim_postcode
2405,Woolworths Kadina 5610,SA,Solar,cer_only,,SRPVSAK3,Woolworths Kadina 5610,5554.0,0.1914,Solar,2020-10-06,,,Unsuspended,0.0,historical_accredited,True,-33.9723434,137.7271611,nominatim_postcode
2406,Sydney Markets Warehouse Z,NSW,Solar,cer_only,,SRPVNSV4,Sydney Markets Warehouse Z,2140.0,0.1246,Solar,2020-10-07,,,Unsuspended,0.0,historical_accredited,True,-33.860578,151.0770094,nominatim_postcode
2407,Grape Co Pty Ltd,VIC,Solar,cer_only,,SRPVVCY4,Grape Co Pty Ltd,3505.0,0.2432,Solar,2020-10-09,,,Unsuspended,0.0,historical_accredited,True,-34.1686757,142.0508811,nominatim_postcode
2408,RACV Cape Schanck,VIC,Solar,cer_only,,SRPVVCY5,RACV Cape Schanck,3939.0,0.2654,Solar,2020-10-13,,,Unsuspended,0.0,historical_accredited,True,-38.4628639,144.8952121,nominatim_facility
2409,Vincent Court Hostel Kempsey,NSW,Solar,cer_only,,SRPVNSV5,Vincent Court Hostel Kempsey,2440.0,0.196,Solar,2020-10-13,,,Unsuspended,0.0,historical_accredited,True,-31.0198492,152.7867839,nominatim_postcode
2410,Boronia,NSW,Solar,cer_only,,SRPVNSV0,Boronia,2534.0,0.1689,Solar,2020-10-16,,,Unsuspended,0.0,historical_accredited,True,-34.5716057,150.7993573,nominatim_facility
2411,Flame Cut Pty Ltd 227.36 kWp,NSW,Solar,cer_only,,SRPVNSS7,Flame Cut Pty Ltd 227.36 kWp,2164.0,0.2273,Solar,2020-10-16,,,Unsuspended,0.0,historical_accredited,True,-33.8460089,150.9128724,nominatim_postcode
2412,Eldercare Hendon Nursing Home,SA,Solar,cer_only,,SRPVSAK4,Eldercare Hendon Nursing Home,5014.0,0.1428,Solar,2020-10-19,,,Unsuspended,0.0,historical_accredited,True,-34.864168,138.5120504,nominatim_postcode
2413,Methodist Ladies College Kew,VIC,Solar,cer_only,,SRPVVCY6,Methodist Ladies College Kew,3101.0,0.219,Solar,2020-10-20,,,Unsuspended,0.0,historical_accredited,True,-37.8137174,145.038613,nominatim_facility
2414,Mirvac Energy - ATP B2,NSW,Solar,cer_only,,SRPVNSV8,Mirvac Energy - ATP B2,2015.0,0.3787,Solar,2020-10-21,,,Suspended,0.0,historical_accredited,True,-33.9079548,151.1988094,nominatim_postcode
2415,Giofrelle Nominees-Farm 5 shed,VIC,Solar,cer_only,,SRPVVCY9,Giofrelle Nominees-Farm 5 shed,3549.0,0.2464,Solar,2020-10-22,,,Unsuspended,0.0,historical_accredited,True,-34.613438,142.766902,nominatim_postcode
2416,Life Care - Gaynes Park S2 - Solar [w SGU],SA,Solar,cer_only,,SRPVSAK2,Life Care - Gaynes Park S2 - Solar [w SGU],5070.0,0.1366,Solar,2020-10-22,,,Unsuspended,0.0,historical_accredited,True,-34.897133,138.6387591,nominatim_postcode
2417,Lake Macquarie Fair Solar PV,NSW,Solar,cer_only,,SRPVNSV9,Lake Macquarie Fair Solar PV,2290.0,0.574,Solar,2020-10-23,,,Unsuspended,0.0,historical_accredited,True,-32.9732991,151.6934608,nominatim_postcode
2418,Onluckdonvale,VIC,Solar,cer_only,,SRPVVCU4,Onluckdonvale,3111.0,0.2536,Solar,2020-10-23,,,Unsuspended,0.0,historical_accredited,True,-37.7879771,145.1910261,nominatim_postcode
2419,Garden Island Microgrid,WA,Solar,cer_only,,SRPVWAC8,Garden Island Microgrid,6168.0,1.984,Solar,2020-10-24,,,Unsuspended,0.0,historical_accredited,True,-32.2874606,115.741682,nominatim_postcode
2420,Domain Building E,QLD,Solar,cer_only,,SRPVQLP3,Domain Building E,4814.0,0.2133,Solar,2020-10-26,,,Unsuspended,0.0,historical_accredited,True,-19.2888853,146.7679166,nominatim_postcode
2421,Domain Building G,QLD,Solar,cer_only,,SRPVQLP4,Domain Building G,4814.0,0.1422,Solar,2020-10-26,,,Unsuspended,0.0,historical_accredited,True,-19.2888853,146.7679166,nominatim_postcode
2422,Domain Building I1,QLD,Solar,cer_only,,SRPVQLP1,Domain Building I1,4814.0,0.32,Solar,2020-10-26,,,Unsuspended,0.0,historical_accredited,True,-19.2888853,146.7679166,nominatim_postcode
